quarter,quarter,change_perc_mean,change_perc_stdv
2009Q4,2009Q4,-1.1340740740740738,3.6369558903220347
2010Q1,2010Q1,-0.18982758620689652,2.0619080682786683
2010Q2,2010Q2,0.23790322580645165,3.2659345245044453
2010Q3,2010Q3,-0.29765625000000007,2.1907234017140222
2010Q4,2010Q4,-0.10515151515151519,2.484345598666388
2011Q1,2011Q1,-0.30298245614035074,1.823807795434244
2011Q2,2011Q2,-0.6481967213114755,2.519033881072081
2011Q3,2011Q3,-0.3047692307692308,2.7820704451071077
2011Q4,2011Q4,-0.4678461538461539,2.300383454657405
2012Q1,2012Q1,0.993220338983051,2.552846579313028
2012Q2,2012Q2,0.03741935483870981,3.4372420012790714
2012Q3,2012Q3,0.5304687499999999,3.323267387074363
2012Q4,2012Q4,0.031230769230769208,2.5481405645172837
2013Q1,2013Q1,0.9768965517241379,3.769741117686182
2013Q2,2013Q2,0.5009836065573768,3.3992551659238694
2013Q3,2013Q3,0.08169230769230774,2.070096290959953
2013Q4,2013Q4,0.05757575757575769,1.544816703696153
2014Q1,2014Q1,0.39749999999999996,2.249742813583972
2014Q2,2014Q2,-0.3355737704918031,2.4423673792655656
2014Q3,2014Q3,-0.01875,1.8560741125049698
2014Q4,2014Q4,0.2204545454545454,2.1449622064579286
2015Q1,2015Q1,0.17767857142857144,1.7449490652336361
2015Q2,2015Q2,-0.15311475409836064,1.9250762244506983
2015Q3,2015Q3,-0.3263076923076923,1.8549398315972823
2015Q4,2015Q4,0.06015151515151517,2.5500458472042853
2016Q1,2016Q1,0.7479661016949153,2.776082441673702
2016Q2,2016Q2,-0.11451612903225802,2.7432753412838906
2016Q3,2016Q3,-0.12015384615384622,1.8634833748819812
2016Q4,2016Q4,-0.03707692307692304,1.2542050807644596
2017Q1,2017Q1,0.013220338983050845,1.2059885638474843
2017Q2,2017Q2,0.020000000000000007,0.7197130575763521
2017Q3,2017Q3,-0.12375,0.97814450193551
2017Q4,2017Q4,0.0635384615384616,2.2390870284903728
2018Q1,2018Q1,-0.06087719298245614,1.6982010236694538
2018Q2,2018Q2,0.030967741935483826,2.510416143203575
2018Q3,2018Q3,0.20046875000000003,2.0457128455936777
2018Q4,2018Q4,0.031692307692307714,1.5147375692991027
2019Q1,2019Q1,0.30620689655172406,2.864842439307416
2019Q2,2019Q2,-0.0629508196721311,1.5850492571339807
2019Q3,2019Q3,-0.004,1.2526893569436917
2019Q4,2019Q4,-0.030909090909090917,1.0344626658285003
2020Q1,2020Q1,-0.16118644067796617,2.3660851448999938
2020Q2,2020Q2,0.48645161290322586,2.650745701931597
2020Q3,2020Q3,-0.023692307692307693,1.670396256535004
2020Q4,2020Q4,0.04060606060606059,0.9094611740143869
2021Q1,2021Q1,0.04034482758620691,1.4729954746982585
2021Q2,2021Q2,0.24483870967741939,2.8783697241044157
2021Q3,2021Q3,0.20343750000000005,2.2592625702009745
2021Q4,2021Q4,0.041060606060606034,2.711438521856776
2022Q1,2022Q1,-0.024827586206896526,2.1411377868749004
2022Q2,2022Q2,-0.185483870967742,2.294915747172614
2022Q3,2022Q3,-0.0001562499999999828,1.3375854723468452
