,quarter,roa
0,2008Q1,0.61
1,2008Q2,-0.06
2,2008Q3,0.93
3,2009Q1,1.2
4,2009Q2,0.14
5,2009Q3,-0.6
6,2009Q4,1.22
7,2010Q1,1.58
8,2010Q2,1.19
9,2010Q3,0.59
10,2010Q4,-2.4
11,2011Q1,0.2
12,2011Q2,0.24
13,2011Q3,-1.03
14,2011Q4,-8.83
15,2012Q1,-0.61
16,2012Q2,3.82
17,2012Q3,1.06
18,2012Q4,2.28
19,2013Q1,2.24
20,2013Q2,1.16
21,2013Q3,0.53
22,2013Q4,-0.53
23,2014Q1,2.25
24,2014Q2,-0.38
25,2014Q3,3.36
26,2014Q4,2.48
27,2015Q1,-6.36
28,2015Q2,4.1
29,2015Q3,2.47
30,2015Q4,5.51
31,2016Q1,-0.96
32,2016Q2,2.64
33,2016Q3,0.02
34,2016Q4,3.82
35,2017Q1,-2.52
36,2017Q2,0.68
37,2017Q3,-1.86
38,2017Q4,6.08
39,2018Q1,4.38
40,2018Q2,0.34
41,2018Q3,-1.05
42,2018Q4,2.3
43,2019Q1,-0.01
44,2019Q2,2.57
45,2019Q3,0.27
46,2019Q4,8.05
47,2020Q1,1.46
48,2020Q2,2.5
49,2020Q3,0.61
50,2020Q4,1.03
51,2021Q1,1.03
52,2021Q2,0.27
53,2021Q3,1.02
54,2021Q4,4.7
55,2022Q1,-0.68
56,2022Q2,0.87
