,date,quarter,price,shares_est,market_cap
0,2006-12-29,2006Q4,111.0,7915124.884366328,878578862165
1,2007-03-30,2007Q1,122.0,7915020.883824061,965632547827
2,2007-06-29,2007Q2,120.0,7914828.065990857,949779367919
3,2007-09-28,2007Q3,126.0,7914878.860736083,997274736453
4,2007-12-28,2007Q4,98.0,11500179.974803528,1127017637531
5,2008-03-31,2008Q1,40.5,11499972.206781546,465748874375
6,2008-06-30,2008Q2,33.4,11499889.159831522,384096297938
7,2008-09-30,2008Q3,40.5,11499847.506030444,465743823994
8,2008-12-31,2008Q4,19.6,11500071.573763922,225401402846
9,2009-03-31,2009Q1,17.6,11500041.762953475,202400735028
10,2009-06-30,2009Q2,26.1,11499872.611464968,300146675159
11,2009-09-30,2009Q3,31.0,11499985.852126423,356499561416
12,2009-12-31,2009Q4,28.6,11499902.93685349,328897223994
13,2010-03-31,2010Q1,28.9,11499919.237602971,332347665967
14,2010-06-30,2010Q2,28.3,11500013.799574971,325450390528
15,2010-09-30,2010Q3,22.5,11499903.985954516,258747839684
16,2010-12-31,2010Q4,21.5,11500136.47033135,247252934112
17,2011-03-31,2011Q1,18.4,11499974.680980353,211599534130
18,2011-06-30,2011Q2,16.2,11499870.513285335,186297902315
19,2011-09-30,2011Q3,15.8,11499973.52255878,181699581656
20,2011-12-30,2011Q4,21.2,11499935.82009088,243798639386
21,2012-03-30,2012Q1,30.4,11499964.666808,349598925871
22,2012-06-29,2012Q2,32.1,11499901.792290697,369146847533
23,2012-09-28,2012Q3,25.2,11499873.39849091,289796809642
24,2012-12-28,2012Q4,25.3,11499903.390976718,290947555792
25,2013-03-29,2013Q1,37.1,11499899.461560804,426646270024
26,2013-06-28,2013Q2,38.2,11499896.558858007,439296048548
27,2013-09-30,2013Q3,47.6,11499885.99571344,547394573396
28,2013-12-31,2013Q4,58.0,11500033.08409978,667001918878
29,2014-03-31,2014Q1,57.5,11499867.379868263,661242374342
30,2014-06-30,2014Q2,43.8,11500131.538038408,503705761366
31,2014-09-30,2014Q3,45.0,11500059.44596362,517502675068
32,2014-12-31,2014Q4,45.0,11499908.738307096,517495893224
33,2015-03-31,2015Q1,45.5,11499901.257323416,523245507208
34,2015-06-30,2015Q2,47.0,11499988.286832055,540499449481
35,2015-09-30,2015Q3,48.3,11499918.73127917,555446074721
36,2015-12-31,2015Q4,54.5,11500105.90527832,626755771838
37,2016-03-31,2016Q1,74.5,11500070.848768244,856755278233
38,2016-06-30,2016Q2,86.5,11500092.873506283,994758033558
39,2016-09-30,2016Q3,106.8,11500100.56315366,1228210740145
40,2016-12-30,2016Q4,95.9,11499972.048821392,1102847319482
41,2017-03-31,2017Q1,103.5,11500043.298290584,1190254481373
42,2017-06-30,2017Q2,137.7,11500063.879104232,1583558796153
43,2017-09-29,2017Q3,123.1,11499982.670178844,1415647866699
44,2017-12-29,2017Q4,133.0,11499906.571161631,1529487573964
45,2018-03-30,2018Q1,140.5,11500000.0,1615750000000
46,2018-06-29,2018Q2,102.3,11500079.076387793,1176458089514
47,2018-09-28,2018Q3,102.0,11500000.0,1173000000000
48,2018-12-28,2018Q4,85.5,11500000.0,983250000000
49,2019-03-29,2019Q1,88.0,11500046.055661555,1012004052898
50,2019-06-28,2019Q2,78.6,11499965.547179691,903897292008
51,2019-09-30,2019Q3,75.0,11499947.13889256,862496035417
52,2019-12-31,2019Q4,70.0,11500075.815011373,805005307051
53,2020-03-31,2020Q1,64.9,11499968.402826052,746347949343
54,2020-06-30,2020Q2,74.8,11500025.267839096,860201890034
55,2020-09-30,2020Q3,103.8,11499981.859300736,1193698116995
56,2020-12-31,2020Q4,137.9,11500021.310147893,1585852938669
57,2021-03-31,2021Q1,222.0,11500004.81153228,2553001068160
58,2021-06-30,2021Q2,202.6,12074959.430782674,2446386780677
59,2021-09-30,2021Q3,202.9,12075012.045290291,2450019943989
60,2021-12-31,2021Q4,135.0,12074964.938742029,1630120266730
61,2022-03-31,2022Q1,137.1,12074991.73567046,1655481366960
62,2022-06-30,2022Q2,97.9,22947385.452953383,2246549035844
