,quarter,roa
0,2012Q2,0.6
1,2012Q3,0.58
2,2012Q4,0.53
3,2013Q1,0.0
4,2013Q2,0.58
5,2013Q3,0.61
6,2013Q4,0.58
7,2014Q1,4.27
8,2014Q2,5.77
9,2014Q3,4.98
10,2014Q4,5.89
11,2015Q1,5.64
12,2015Q2,8.45
13,2015Q3,7.86
14,2015Q4,7.89
15,2016Q1,8.89
16,2016Q2,6.52
17,2016Q3,9.2
18,2016Q4,11.16
19,2017Q1,12.88
20,2017Q2,14.85
21,2017Q3,15.22
22,2017Q4,14.06
23,2018Q1,15.23
24,2018Q2,13.57
25,2018Q3,12.08
26,2018Q4,11.36
27,2019Q1,10.15
28,2019Q2,9.92
29,2019Q3,10.08
30,2019Q4,10.87
31,2020Q1,8.97
32,2020Q2,2.95
33,2020Q3,1.42
34,2020Q4,4.62
35,2021Q1,3.28
36,2021Q2,3.92
37,2021Q3,2.62
38,2021Q4,3.08
39,2022Q1,2.48
40,2022Q2,1.8
