,quarter,amihud,ln_amihud
0,2021Q1,,
1,2021Q2,0.0021572933580621457,-6.138900918012209
2,2021Q3,0.0015944997103590156,-6.441195253164215
3,2021Q4,0.00034489144957923154,-7.972280829342897
4,2022Q1,0.0009297584715182673,-6.980585713591821
5,2022Q2,0.0018496573117365188,-6.292754893949556
6,2022Q3,0.001423631587542558,-6.554544216078642
