quarter,quarter,change_perc_mean,change_perc_stdv
2018Q1,2018Q1,-0.45361702127659576,5.6588201357173045
2018Q2,2018Q2,-0.16516129032258065,3.832605475085758
2018Q3,2018Q3,-0.2885937499999999,3.6070261537187545
2018Q4,2018Q4,1.1047692307692307,3.468809732680428
2019Q1,2019Q1,-0.16689655172413792,1.2710462700821143
2019Q2,2019Q2,-0.09918032786885245,3.7533382008917373
2019Q3,2019Q3,-0.7472307692307693,4.517875782548527
2019Q4,2019Q4,1.3425757575757578,5.042639818619443
2020Q1,2020Q1,-0.1576271186440678,1.210756872121662
2020Q2,2020Q2,-0.8221311475409837,5.724868881978607
2020Q3,2020Q3,0.06692307692307693,5.225888657407024
2020Q4,2020Q4,0.3416666666666668,4.660699710866577
2021Q1,2021Q1,0.15655172413793095,4.240063948427118
2021Q2,2021Q2,0.16081967213114745,4.390633323748016
2021Q3,2021Q3,0.3463934426229508,4.657622438106837
2021Q4,2021Q4,0.6047692307692307,4.321547794082401
2022Q1,2022Q1,0.6955172413793104,4.837746384283171
2022Q2,2022Q2,-0.018833333333333167,4.819132804634104
2022Q3,2022Q3,-0.38703125,3.1376275941613687
