,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2005Q1,,,,,,3071947.0,462412.0,2134706.0,2817551.0,1319046.0,1317632.0,254396.0,200000.0,,1626.0,12720.0,0.0,0.0,0.0
1,2005Q2,,,,,,2981226.0,309745.0,2265282.0,2729205.0,1042880.0,1517238.0,252021.0,200000.0,,1626.0,12601.0,0.0,0.0,0.0
2,2005Q3,,,,,,3667092.0,636416.0,2588128.0,3400580.0,1741257.0,1532133.0,266512.0,200000.0,,1626.0,13326.0,0.0,0.0,0.0
3,2005Q4,,,,,,2533952.0,296199.0,1890472.0,2279049.0,52488.0,1098724.0,254902.0,200000.0,,1626.0,12745.0,0.0,0.0,0.0
4,2006Q1,,,,,,4486572.0,692828.0,3154291.0,4048493.0,1958097.0,1945176.0,438080.0,300000.0,25637.0,1675.0,14603.0,0.0,0.0,0.0
5,2006Q2,,,,,,4988023.0,652827.0,3388974.0,4544420.0,2273388.0,2062008.0,443602.0,363500.0,66071.0,1382.0,12204.0,0.0,0.0,0.0
6,2006Q3,,,,,,5216392.0,695356.0,3660564.0,4574562.0,2081516.0,2322136.0,641830.0,520000.0,107503.0,966.0,12343.0,0.0,0.0,0.0
7,2007Q2,98543.0,38735.0,67349.0,38050.0,38050.0,7699648.0,1579345.0,4920769.0,6836571.0,2739182.0,3826786.0,863077.0,750000.0,80096.0,507.0,11508.0,0.0,8.82,0.99
8,2007Q3,89583.0,37192.0,58864.0,58864.0,58864.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
9,2008Q1,93642.0,43830.0,58931.0,58931.0,58931.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
10,2008Q2,53527.0,45879.0,248.0,-15292.0,-15292.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
11,2008Q3,19005.0,41618.0,-25446.0,-25446.0,-25446.0,9585545.0,422624.0,7461447.0,8041285.0,1530516.0,6287629.0,1544260.0,1456111.0,24747.0,164.0,13898.0,0.0,-3.3,-0.53
12,2009Q1,83533.0,45100.0,44778.0,33835.0,33835.0,9495723.0,239823.0,7986088.0,7871361.0,1362129.0,6241882.0,1624362.0,1474477.0,105422.0,-47.0,11017.0,0.0,2.1,0.35
13,2009Q2,115484.0,48159.0,62960.0,39723.0,39723.0,9790767.0,326220.0,8326442.0,8170351.0,584276.0,7309214.0,1620417.0,1474477.0,89379.0,326.0,10990.0,0.0,2.45,0.41
14,2009Q3,137909.0,47338.0,108224.0,81564.0,81564.0,10540955.0,288706.0,8999356.0,8843447.0,1126594.0,7534822.0,1697508.0,1474477.0,170943.0,1052.0,11513.0,0.0,4.92,0.8
15,2010Q1,102438.0,58189.0,90875.0,68580.0,68580.0,11305442.0,408403.0,8899539.0,8903163.0,351213.0,7644999.0,2402278.0,2066766.0,279649.0,949.0,12011.0,0.0,2.9,0.57
16,2010Q2,157600.0,62985.0,83160.0,62698.0,62698.0,13383274.0,1956985.0,9689736.0,11077761.0,1803579.0,8874530.0,2305513.0,2066766.0,149135.0,1064.0,11528.0,0.0,2.66,0.51
17,2010Q3,159018.0,69741.0,109140.0,83539.0,83539.0,16030917.0,3462902.0,9836685.0,13644007.0,1253773.0,11104642.0,2386910.0,2066766.0,232674.0,1074.0,11935.0,0.0,3.56,0.57
18,2011Q1,163924.0,79137.0,81073.0,61297.0,61297.0,20437135.0,4536605.0,12065177.0,17236795.0,6808244.0,7848652.0,3200340.0,2762875.0,366242.0,788.0,12146.0,0.0,1.93,0.31
19,2011Q2,179946.0,86464.0,69589.0,51978.0,51978.0,21786914.0,4641361.0,12345720.0,18567541.0,6192097.0,10518350.0,3219373.0,2857875.0,237565.0,721.0,11793.0,0.0,1.62,0.25
20,2011Q3,237857.0,103099.0,112184.0,84217.0,84217.0,26262901.0,5862979.0,12664820.0,22624234.0,8319083.0,10620948.0,3638667.0,3195375.0,321783.0,658.0,12129.0,0.0,2.46,0.35
21,2013Q1,278304.0,148259.0,56366.0,42312.0,42312.0,27906002.0,2186594.0,15927775.0,24046286.0,8403685.0,14136475.0,3859716.0,3332800.0,375434.0,131.0,11935.0,0.0,1.1,0.15
22,2013Q2,154528.0,54047.0,-16206.0,-30260.0,-30260.0,11380871.0,1349150.0,1553528.0,7571213.0,4368853.0,1209265.0,3809659.0,3332800.0,297155.0,37.0,11780.0,0.0,-0.79,-0.15
23,2013Q3,330513.0,150368.0,37581.0,13532.0,13532.0,25294571.0,1266853.0,16278113.0,21332751.0,3439506.0,17162940.0,3961820.0,3332800.0,450322.0,79.0,12251.0,0.0,0.35,0.07
24,2014Q1,79089.0,50525.0,17371.0,17371.0,17371.0,30537152.0,1584102.0,18986520.0,26537098.0,7607876.0,17739612.0,4000054.0,3242550.0,574860.0,2.0,12369.0,0.0,0.44,0.05
25,2014Q2,366963.0,159624.0,89789.0,70197.0,70197.0,30830826.0,1875317.0,19950554.0,26933607.0,6645611.0,19016269.0,3897219.0,3242550.0,442467.0,313.0,12051.0,0.0,1.78,0.23
26,2014Q3,250617.0,156709.0,8275.0,8000.0,8000.0,31411996.0,625835.0,19789950.0,27510549.0,5297030.0,21065866.0,3901447.0,3242550.0,450467.0,296.0,12064.0,0.0,0.21,0.03
27,2015Q1,242879.0,186628.0,16397.0,12677.0,12677.0,37962057.0,2768588.0,22598022.0,33932710.0,7816740.0,24714464.0,4029347.0,3555698.0,262138.0,256.0,11359.0,0.0,0.32,0.03
28,2015Q2,362772.0,188118.0,47346.0,38442.0,38442.0,44290227.0,6418944.0,24357450.0,40222081.0,11711031.0,26807309.0,4068145.0,3555698.0,298705.0,167.0,11469.0,0.0,0.95,0.09
29,2016Q1,376066.0,237544.0,94349.0,75565.0,75565.0,48980739.0,2301830.0,29510890.0,44398828.0,8686792.0,33741767.0,4581911.0,4008550.0,360388.0,285.0,11455.0,0.0,1.72,0.15
30,2016Q2,383973.0,247974.0,129645.0,103581.0,103581.0,56405674.0,2222903.0,33204948.0,51719131.0,12006908.0,37918999.0,4686543.0,4008550.0,430768.0,448.0,11716.0,0.0,2.24,0.2
31,2017Q1,478263.0,282764.0,242984.0,194292.0,194292.0,61884693.0,1808197.0,39464675.0,56982812.0,7782776.0,43460270.0,4901881.0,4008550.0,657438.0,745.0,12255.0,0.0,4.04,0.31
32,2017Q2,559546.0,307068.0,251969.0,201401.0,201401.0,72688172.0,6386320.0,42305362.0,67575401.0,14956268.0,47683885.0,5112771.0,4008550.0,797513.0,989.0,12782.0,0.0,4.02,0.3
33,2017Q3,647911.0,350986.0,296761.0,237322.0,237322.0,70805002.0,3134903.0,45677645.0,65667272.0,7744080.0,50803741.0,5137729.0,4008550.0,839956.0,1583.0,12844.0,0.0,4.63,0.33
34,2018Q1,775497.0,397942.0,618822.0,494967.0,494967.0,77628467.0,2975352.0,51973862.0,70993812.0,9262322.0,53047538.0,6634655.0,5008550.0,1194734.0,1867.0,13269.0,0.0,7.75,0.61
35,2018Q2,867125.0,462456.0,682699.0,546011.0,546011.0,90831132.0,11866459.0,52365026.0,83677243.0,13686347.0,56973077.0,7153889.0,5008550.0,1740746.0,2557.0,14308.0,0.0,7.92,0.65
36,2018Q3,833918.0,481806.0,544624.0,435571.0,435571.0,86458760.0,9020443.0,53157629.0,77998957.0,4966395.0,60849793.0,8459802.0,6607761.0,1480859.0,2237.0,12819.0,0.0,5.58,0.49
37,2018Q4,959429.0,539381.0,355790.0,284540.0,284540.0,99964093.0,13447647.0,55751007.0,91166797.0,16755980.0,60362575.0,8797296.0,6607761.0,1765399.0,2669.0,13331.0,0.0,3.3,0.31
38,2019Q1,898801.0,626503.0,535849.0,428546.0,428546.0,100891574.0,12975671.0,60605113.0,91665899.0,17858072.0,59166190.0,9225675.0,6607761.0,1929582.0,2568.0,13980.0,0.0,4.76,0.43
39,2019Q2,996317.0,556555.0,581948.0,465454.0,465454.0,108039290.0,10467826.0,66934731.0,98363834.0,16367270.0,64457763.0,9675456.0,6607761.0,2380044.0,2446.0,14662.0,0.0,4.93,0.45
40,2019Q3,1078197.0,610852.0,824907.0,659731.0,659731.0,106412880.0,8577727.0,67254771.0,95928129.0,9675384.0,66790513.0,10484751.0,6750428.0,3039775.0,2786.0,15888.0,0.0,6.54,0.62
41,2019Q4,1141446.0,654780.0,1288786.0,1028763.0,1028763.0,118159971.0,17493632.0,70366005.0,106652384.0,18368866.0,69142056.0,11507587.0,8049788.0,2769357.0,3270.0,14569.0,0.0,9.36,0.92
42,2020Q1,1180569.0,529144.0,1107151.0,885522.0,885522.0,118958414.0,14504275.0,76423502.0,106549515.0,13729137.0,71952078.0,12408899.0,8049788.0,3266940.0,3848.0,15710.0,0.0,7.41,0.75
43,2020Q2,1122850.0,530150.0,757197.0,605696.0,605696.0,124397701.0,8285654.0,76363243.0,108974989.0,11509394.0,75264136.0,15422712.0,10501203.0,3845672.0,3627.0,17591.0,0.0,4.35,0.5
44,2020Q3,1087497.0,553750.0,647115.0,517342.0,517342.0,132874491.0,6209942.0,78251989.0,116968659.0,17342639.0,77287023.0,15905832.0,10470257.0,4363015.0,3464.0,18142.0,0.0,3.3,0.4
