,timestamp,delta_volume,date,note
0,1295542800,25000000,2011-01-21,"Niêm yết cổ phiếu lần đầu - 25,000,000 CP"
1,1299085200,25000000,2011-03-03,"Giao dịch lần đầu - 25,000,000 CP"
2,1452445200,1249885,2016-01-11,"Niêm yết cổ phiếu bổ sung - 1,249,885 CP"
3,1453395600,1249885,2016-01-22,"Giao dịch bổ sung - 1,249,885 CP"
4,1501002000,9250000,2017-07-26,"Niêm yết cổ phiếu bổ sung - 9,250,000 CP"
5,1502038800,9250000,2017-08-07,"Giao dịch bổ sung - 9,250,000 CP"
6,1522947600,12000000,2018-04-06,"Niêm yết cổ phiếu bổ sung - 12,000,000 CP"
7,1554656400,12000000,2019-04-08,"Giao dịch bổ sung - 12,000,000 CP"
8,1660237200,5699694,2022-08-12,"Niêm yết cổ phiếu bổ sung - 5,699,694 CP"
9,1661706000,5699694,2022-08-29,"Giao dịch bổ sung - 5,699,694 CP"
