,date,quarter,price,shares_est,market_cap
0,2011-09-30,2011Q3,9.2,8000053.415950003,73600491427
1,2011-12-30,2011Q4,8.9,7999789.882859694,71198129957
2,2012-03-30,2012Q1,10.3,8000104.997900042,82401081478
3,2012-06-29,2012Q2,10.7,7999894.073407128,85598866585
4,2012-09-28,2012Q3,7.9,8000159.328695098,63201258697
5,2012-12-28,2012Q4,7.2,8000105.836905329,57600762026
6,2013-03-29,2013Q1,9.0,7999897.912306671,71999081211
7,2013-06-28,2013Q2,9.7,8000000.0,77600000000
8,2013-09-30,2013Q3,8.4,8000000.0,67200000000
9,2013-12-31,2013Q4,8.5,8000051.530454499,68000438009
10,2014-03-31,2014Q1,10.0,10000000.0,100000000000
11,2014-06-30,2014Q2,9.5,10000069.156293225,95000656985
12,2014-09-30,2014Q3,11.6,10000066.979236435,116000776959
13,2014-12-31,2014Q4,15.0,10000063.279124215,150000949187
14,2015-03-31,2015Q1,15.0,10000057.319729451,150000859796
15,2015-06-30,2015Q2,17.2,10000171.31110096,172002946551
16,2015-09-30,2015Q3,22.0,10000000.0,220000000000
17,2015-12-31,2015Q4,32.5,10000145.53922282,325004730025
18,2016-03-31,2016Q1,40.5,9999862.574438846,404994434265
19,2016-06-30,2016Q2,52.5,10000094.710422885,525004972297
20,2016-09-30,2016Q3,66.5,9999957.743503064,664997189943
21,2016-12-30,2016Q4,55.6,12000130.798744332,667207272410
22,2017-03-31,2017Q1,49.4,11999880.21082894,592794082415
23,2017-06-30,2017Q2,50.3,12000042.56043582,603602140790
24,2017-09-29,2017Q3,57.5,11999801.563678216,689988589911
25,2017-12-29,2017Q4,44.6,11999816.641607689,535191822216
26,2018-03-30,2018Q1,40.5,11999894.093973948,485995710806
27,2018-06-29,2018Q2,28.5,13199965.941504534,376199029333
28,2018-09-28,2018Q3,29.4,13199610.012336344,388068534363
29,2018-12-28,2018Q4,32.0,13199871.68358682,422395893875
30,2019-03-29,2019Q1,37.0,13199928.520371694,488397355254
31,2019-06-28,2019Q2,42.4,13199622.240585526,559663983001
32,2019-09-30,2019Q3,40.0,13199674.972914409,527986998917
33,2019-12-31,2019Q4,44.0,13199887.350076204,580795043403
34,2020-03-31,2020Q1,40.9,13199631.211180124,539864916537
35,2020-06-30,2020Q2,50.1,13199696.039008329,661304771554
36,2020-09-30,2020Q3,51.8,14519621.749408985,752116406619
37,2020-12-31,2020Q4,56.3,14519751.809720786,817462026887
38,2021-03-31,2021Q1,80.6,14519374.946140807,1170261620659
39,2021-06-30,2021Q2,81.8,14519659.936238045,1187708182784
40,2021-09-30,2021Q3,69.1,15971499.032278204,1103630583130
41,2021-12-31,2021Q4,82.6,15971375.308196524,1319235600457
42,2022-03-31,2022Q1,88.0,15971378.172299989,1405481279162
43,2022-06-30,2022Q2,51.1,19964191.350298986,1020170178000
