quarter,quarter,change_perc_mean,change_perc_stdv
2020Q2,2020Q2,12.35375,7.130812290936525
2020Q3,2020Q3,1.439692307692308,6.159764851749307
2020Q4,2020Q4,2.911060606060606,4.531927465231163
2021Q1,2021Q1,1.0013793103448272,3.8162687059555513
2021Q2,2021Q2,0.08344262295081968,1.097770293588936
2021Q3,2021Q3,0.1553333333333333,0.46908662301008497
2021Q4,2021Q4,0.3263076923076922,2.3726446012511344
2022Q1,2022Q1,-0.8175862068965513,2.641853622480517
2022Q2,2022Q2,-1.6569999999999991,4.969753702589975
2022Q3,2022Q3,-0.34453125,1.757352743667191
