,date,quarter,price,shares_est,market_cap
0,2005-03-31,2005Q1,13.9,1883448.0999744963,26179928590
1,2005-06-30,2005Q2,13.8,1883386.0496087896,25990727485
2,2005-09-30,2005Q3,21.5,1883377.7925975325,40492622541
3,2005-12-30,2005Q4,18.0,1908894.2507696147,34360096514
4,2006-03-31,2006Q1,33.9,1953031.3711667252,66207763483
5,2006-06-30,2006Q2,32.0,1953099.405121131,62499180964
6,2006-09-29,2006Q3,34.5,1953182.716261489,67384803711
7,2006-12-29,2006Q4,55.5,1766281.790053581,98028639348
8,2007-03-30,2007Q1,86.0,1766337.5646450398,151905030559
9,2007-06-29,2007Q2,169.0,1766308.460723475,298506129862
10,2007-09-28,2007Q3,150.0,1766334.355828221,264950153374
11,2007-12-28,2007Q4,126.0,1766259.5644496763,222548705121
12,2008-03-31,2008Q1,84.5,1766343.4033349613,149256017582
13,2008-06-30,2008Q2,96.5,1766278.2276647573,170445848970
14,2008-09-30,2008Q3,92.5,1766334.1295489674,163385906983
15,2008-12-31,2008Q4,77.0,1766259.5644496763,136001986463
16,2009-03-31,2009Q1,68.0,1766372.332597498,120113318617
17,2009-06-30,2009Q2,67.0,1766240.5883382943,118338119419
18,2009-09-30,2009Q3,67.0,1766356.701375355,118345898992
19,2009-12-31,2009Q4,69.0,1766290.4599659285,121874041738
20,2010-03-31,2010Q1,88.0,1766321.6359505176,155436303964
21,2010-06-30,2010Q2,83.0,1766330.6650854826,146605445202
22,2010-09-30,2010Q3,83.0,1766253.386122109,146599031048
23,2010-12-31,2010Q4,90.5,1766278.1056430766,159848168561
24,2011-03-31,2011Q1,71.0,1766254.652391674,125404080320
25,2011-06-30,2011Q2,79.0,1766280.680918448,139536173793
26,2011-09-30,2011Q3,101.6,1766298.803672447,179455958453
27,2011-12-30,2011Q4,63.3,1766307.6002393777,111807271095
28,2012-03-30,2012Q1,49.0,1766315.2713400878,86549448296
29,2012-06-29,2012Q2,86.7,1766249.4085258313,153133823719
30,2012-09-28,2012Q3,68.0,1766269.2904384746,120106311750
31,2012-12-28,2012Q4,67.0,1766288.1962965785,118341309152
32,2013-03-29,2013Q1,73.0,1766286.7380779933,128938931880
33,2013-06-28,2013Q2,72.0,1766272.661927961,127171631659
34,2013-08-13,2013Q3,99.0,1766320.8042310954,174865759619
35,2013-12-31,2013Q4,89.1,1766287.8493033394,157376247373
36,2014-03-31,2014Q1,97.0,1766275.8890191482,171328761235
37,2014-06-30,2014Q2,48.5,3532764.4249588978,171339074611
38,2014-09-30,2014Q3,72.6,3532552.9798791218,256463346339
39,2014-12-31,2014Q4,63.8,3532481.124317859,225372295731
40,2015-03-31,2015Q1,59.0,3532500.0,208417500000
41,2015-06-30,2015Q2,47.0,3532549.5958853783,166029831007
42,2015-09-30,2015Q3,30.8,3532644.5688047064,108805452719
43,2015-12-31,2015Q4,25.6,3532533.03025998,90432845575
44,2016-03-31,2016Q1,23.1,3532574.5408840165,81602471894
45,2016-06-30,2016Q2,24.0,3532618.726485412,84782849436
46,2016-09-30,2016Q3,28.0,3532488.005483208,98909664154
47,2016-12-30,2016Q4,22.7,12363875.262789069,280659968465
48,2017-03-31,2017Q1,29.5,12364487.632508837,364752385159
49,2017-06-30,2017Q2,37.0,12364068.44106464,457470532319
50,2017-09-29,2017Q3,36.2,12364519.12522165,447595592333
51,2017-12-29,2017Q4,39.3,12364383.78689468,485920282825
52,2018-03-30,2018Q1,27.0,12363650.920736589,333818574860
53,2018-06-29,2018Q2,75.0,12363621.546736209,927271616005
54,2018-09-28,2018Q3,46.2,12363760.327263976,571205727120
55,2018-12-28,2018Q4,68.0,12364021.24547764,840753444692
56,2019-03-29,2019Q1,59.3,12363863.636363637,733177113636
57,2019-06-28,2019Q2,59.5,12363726.160626093,735641706557
58,2019-09-30,2019Q3,62.5,12364469.405852793,772779337866
59,2019-12-31,2019Q4,47.2,12364121.037463976,583586512968
60,2020-03-31,2020Q1,38.5,12364459.535936616,476031692134
61,2020-06-30,2020Q2,34.4,12363822.429246947,425315491566
62,2020-09-30,2020Q3,37.0,12363866.736230155,457463069241
63,2020-12-31,2020Q4,55.9,12363999.113278652,691147550432
64,2021-03-31,2021Q1,40.7,12364040.284360187,503216439573
65,2021-06-30,2021Q2,40.9,12363817.832322933,505680149342
66,2021-09-30,2021Q3,37.6,12364440.57718802,464902965702
67,2021-12-31,2021Q4,55.0,12363662.769588266,680001452327
68,2022-03-31,2022Q1,40.0,12364318.70669746,494572748268
69,2022-06-30,2022Q2,28.0,12363936.071095822,346190209991
