,timestamp,delta_volume,date,note
0,1257958800,10000000.0,2009-11-12,"Niêm yết cổ phiếu bổ sung - 10,000,000 CP"
1,1258650000,10000000.0,2009-11-20,"Giao dịch bổ sung - 10,000,000 CP"
2,1264006800,30000000.0,2010-01-21,"Niêm yết cổ phiếu bổ sung - 30,000,000 CP"
3,1264698000,30000000.0,2010-01-29,"Giao dịch bổ sung - 30,000,000 CP"
4,1324400400,29997818.0,2011-12-21,"Niêm yết cổ phiếu bổ sung - 29,997,818 CP"
5,1325178000,29997818.0,2011-12-30,"Giao dịch bổ sung - 29,997,818 CP"
6,1360083600,12997769.0,2013-02-06,"Niêm yết cổ phiếu bổ sung - 12,997,769 CP"
7,1360083600,12997769.0,2013-02-06,"Giao dịch bổ sung - 12,997,769 CP"
8,1372093200,,2013-06-25,Đưa cổ phiếu vào diện cảnh báo
9,1378832400,,2013-09-11,Đưa cổ phiếu ra khỏi diện cảnh báo
10,1410800400,35748033.0,2014-09-16,"Niêm yết cổ phiếu bổ sung - 35,748,033 CP"
11,1411318800,35748033.0,2014-09-22,"Giao dịch bổ sung - 35,748,033 CP"
12,1442336400,19900000.0,2015-09-16,"Niêm yết cổ phiếu bổ sung - 19,900,000 CP"
13,1450112400,15890173.0,2015-12-15,"Niêm yết cổ phiếu bổ sung - 15,890,173 CP"
14,1450630800,15890173.0,2015-12-21,"Giao dịch bổ sung - 15,890,173 CP"
15,1467565200,17161026.0,2016-07-04,"Niêm yết cổ phiếu bổ sung - 17,161,026 CP"
16,1467824400,17161026.0,2016-07-07,"Giao dịch bổ sung - 17,161,026 CP"
17,1471798800,19900000.0,2016-08-22,"Giao dịch bổ sung - 19,900,000 CP"
18,1484672400,6500000.0,2017-01-18,"Niêm yết cổ phiếu bổ sung - 6,500,000 CP"
19,1514480400,6500000.0,2017-12-29,"Giao dịch bổ sung - 6,500,000 CP"
20,1537203600,238194819.0,2018-09-18,"Niêm yết cổ phiếu bổ sung - 238,194,819 CP"
21,1537462800,238194819.0,2018-09-21,"Giao dịch bổ sung - 238,194,819 CP"
22,1557853200,47463661.0,2019-05-15,"Niêm yết cổ phiếu bổ sung - 47,463,661 CP"
23,1558458000,46259630.0,2019-05-22,"Giao dịch bổ sung - 46,259,630 CP"
24,1568653200,14995157.0,2019-09-17,"Niêm yết cổ phiếu bổ sung - 14,995,157 CP"
25,1569258000,14995157.0,2019-09-24,"Giao dịch bổ sung - 14,995,157 CP"
26,1586710800,1204031.0,2020-04-13,"Giao dịch bổ sung - 1,204,031 CP"
27,1620666000,3548950.0,2021-05-11,"Niêm yết cổ phiếu bổ sung - 3,548,950 CP"
28,1620925200,318492551.0,2021-05-14,"Niêm yết cổ phiếu bổ sung - 318,492,551 CP"
29,1621270800,3548950.0,2021-05-18,"Giao dịch bổ sung - 3,548,950 CP"
30,1621789200,318492551.0,2021-05-24,"Giao dịch bổ sung - 318,492,551 CP"
31,1625590800,59551729.0,2021-07-07,"Niêm yết cổ phiếu bổ sung - 59,551,729 CP"
32,1626627600,59551729.0,2021-07-19,"Giao dịch bổ sung - 59,551,729 CP"
33,1632848400,15000000.0,2021-09-29,"Niêm yết cổ phiếu bổ sung - 15,000,000 CP"
34,1635872400,75000000.0,2021-11-03,"Niêm yết cổ phiếu bổ sung - 75,000,000 CP"
35,1661360400,109961033.0,2022-08-25,"Niêm yết cổ phiếu bổ sung - 109,961,033 CP"
36,1661878800,109961033.0,2022-08-31,"Giao dịch bổ sung - 109,961,033 CP"
37,1666285200,75000000.0,2022-10-21,"Giao dịch bổ sung - 75,000,000 CP"
38,1726074000,15000000.0,2024-09-12,"Giao dịch bổ sung - 15,000,000 CP"
