,quarter,roa
0,2008Q1,0.0
1,2008Q2,0.0
2,2008Q3,0.0
3,2008Q4,-1.76
4,2009Q1,0.15
5,2009Q2,0.28
6,2009Q3,3.42
7,2009Q4,1.57
8,2010Q1,1.46
9,2010Q2,0.13
10,2010Q3,-0.2
11,2010Q4,-0.53
12,2011Q1,0.18
13,2011Q2,0.01
14,2011Q3,-0.19
15,2011Q4,0.44
16,2012Q1,0.15
17,2012Q2,0.1
18,2012Q3,-0.25
19,2012Q4,0.68
20,2013Q1,0.02
21,2013Q2,0.04
22,2013Q3,0.52
23,2013Q4,0.04
24,2014Q1,0.05
25,2014Q2,-0.45
26,2014Q3,-0.31
27,2014Q4,0.97
28,2015Q1,0.15
29,2015Q2,-0.12
30,2015Q3,-0.45
31,2015Q4,5.62
32,2016Q1,1.05
33,2016Q2,0.09
34,2016Q3,0.02
35,2016Q4,3.11
36,2017Q1,0.37
37,2017Q2,0.05
38,2017Q3,8.99
39,2017Q4,0.49
40,2018Q1,1.23
41,2018Q2,0.98
42,2018Q3,0.59
43,2018Q4,3.97
44,2019Q1,0.33
45,2019Q2,0.27
46,2019Q3,0.31
47,2019Q4,0.13
48,2020Q1,-1.03
49,2020Q2,1.57
50,2020Q3,0.04
51,2020Q4,0.07
52,2021Q1,-0.94
53,2021Q2,1.26
54,2021Q3,-0.42
55,2021Q4,3.55
56,2022Q1,0.22
57,2022Q2,0.66
