,timestamp,delta_volume,date,note
0,1237395600,8399996.0,2009-03-19,"Niêm yết cổ phiếu bổ sung - 8,399,996 CP"
1,1238086800,8399996.0,2009-03-27,"Giao dịch bổ sung - 8,399,996 CP"
2,1254243600,1830000.0,2009-09-30,"Niêm yết cổ phiếu bổ sung - 1,830,000 CP"
3,1254416400,1830000.0,2009-10-02,"Giao dịch bổ sung - 1,830,000 CP"
4,1334250000,,2012-04-13,Đưa vào diện cảnh báo
5,1364835600,,2013-04-02,Đưa cổ phiếu ra khỏi diện cảnh báo
6,1414688400,14509933.0,2014-10-31,"Niêm yết cổ phiếu bổ sung - 14,509,933 CP"
7,1460566800,,2016-04-14,Đưa cổ phiếu vào diện cảnh báo
8,1492362000,,2017-04-17,Đưa cổ phiếu ra khỏi diện cảnh báo
