,timestamp,delta_volume,date,note
0,1520960400,7149644.0,2018-03-14,"Niêm yết cổ phiếu lần đầu - 7,149,644 CP"
1,1521565200,7149644.0,2018-03-21,"Giao dịch lần đầu - 7,149,644 CP"
2,1563123600,1062819933.0,2019-07-15,"Niêm yết cổ phiếu bổ sung - 1,062,819,933 CP"
3,1564938000,1062819933.0,2019-08-05,"Giao dịch bổ sung - 1,062,819,933 CP"
4,1631206800,53498469.0,2021-09-10,"Niêm yết cổ phiếu bổ sung - 53,498,469 CP"
5,1632675600,53498469.0,2021-09-27,"Giao dịch bổ sung - 53,498,469 CP"
6,1640710800,1123468046.0,2021-12-29,"Niêm yết cổ phiếu lần đầu - 1,123,468,046 CP"
7,1642698000,,2022-01-21,Giao dịch trở lại HOSE
8,1642698000,,2022-01-21,Hủy niêm yết cổ phiếu
9,1644426000,1123468046.0,2022-02-10,"Giao dịch lần đầu - 1,123,468,046 CP"
