quarter,trend
2005Q1,100.0
2005Q2,0.0
2005Q3,0.0
2005Q4,62.0
2006Q1,0.0
2006Q2,50.0
2006Q3,49.0
2006Q4,0.0
2007Q1,0.0
2007Q2,42.0
2007Q3,19.0
2007Q4,39.0
2008Q1,0.0
2008Q2,0.0
2008Q3,20.0
2008Q4,18.0
2009Q1,37.0
2009Q2,7.0
2009Q3,6.0
2009Q4,8.0
2010Q1,21.0
2010Q2,19.0
2010Q3,22.0
2010Q4,16.0
2011Q1,13.0
2011Q2,22.0
2011Q3,14.0
2011Q4,10.0
2012Q1,19.0
2012Q2,15.0
2012Q3,14.0
2012Q4,12.0
2013Q1,12.0
2013Q2,11.0
2013Q3,12.0
2013Q4,12.0
2014Q1,12.0
2014Q2,12.0
2014Q3,14.0
2014Q4,13.0
2015Q1,13.0
2015Q2,16.0
2015Q3,13.0
2015Q4,16.0
2016Q1,12.0
2016Q2,15.0
2016Q3,16.0
2016Q4,15.0
2017Q1,17.0
2017Q2,13.0
2017Q3,13.0
2017Q4,14.0
2018Q1,13.0
2018Q2,13.0
2018Q3,12.0
2018Q4,16.0
2019Q1,15.0
2019Q2,18.0
2019Q3,19.0
2019Q4,23.0
2020Q1,24.0
2020Q2,21.0
2020Q3,14.0
2020Q4,12.0
2021Q1,14.0
2021Q2,15.0
2021Q3,15.0
2021Q4,17.0
2022Q1,17.0
2022Q2,16.0
2022Q3,13.0
