,timestamp,delta_volume,date,note
0,1410800400,6900000,2014-09-16,"Niêm yết cổ phiếu lần đầu - 6,900,000 CP"
1,1411405200,6900000,2014-09-23,"Giao dịch lần đầu - 6,900,000 CP"
2,1436979600,7245000,2015-07-16,"Niêm yết cổ phiếu bổ sung - 7,245,000 CP"
3,1437670800,7245000,2015-07-24,"Giao dịch bổ sung - 7,245,000 CP"
4,1453136400,9951860,2016-01-19,"Niêm yết cổ phiếu bổ sung - 9,951,860 CP"
5,1453827600,9951860,2016-01-27,"Giao dịch bổ sung - 9,951,860 CP"
6,1476810000,11591770,2016-10-19,"Niêm yết cổ phiếu bổ sung - 11,591,770 CP"
7,1477587600,11591770,2016-10-28,"Giao dịch bổ sung - 11,591,770 CP"
8,1480870800,1200000,2016-12-05,"Niêm yết cổ phiếu bổ sung - 1,200,000 CP"
9,1482339600,1200000,2016-12-22,"Giao dịch bổ sung - 1,200,000 CP"
10,1502730000,3135477,2017-08-15,"Niêm yết cổ phiếu bổ sung - 3,135,477 CP"
11,1503594000,3135477,2017-08-25,"Giao dịch bổ sung - 3,135,477 CP"
12,1600966800,3841118,2020-09-25,"Niêm yết cổ phiếu bổ sung - 3,841,118 CP"
13,1601830800,3841118,2020-10-05,"Giao dịch bổ sung - 3,841,118 CP"
14,1609952400,2188200,2021-01-07,"Niêm yết cổ phiếu bổ sung - 2,188,200 CP"
15,1611680400,2188200,2021-01-27,"Giao dịch bổ sung - 2,188,200 CP"
16,1621184400,23022855,2021-05-17,"Niêm yết cổ phiếu bổ sung - 23,022,855 CP"
17,1621962000,21318921,2021-05-26,"Giao dịch bổ sung - 21,318,921 CP"
18,1630429200,34534390,2021-09-01,"Niêm yết cổ phiếu bổ sung - 34,534,390 CP"
19,1631552400,29898972,2021-09-14,"Giao dịch bổ sung - 29,898,972 CP"
20,1642352400,15000000,2022-01-17,"Niêm yết cổ phiếu bổ sung - 15,000,000 CP"
21,1650819600,1703934,2022-04-25,"Giao dịch bổ sung - 1,703,934 CP"
22,1660669200,4635418,2022-08-17,"Giao dịch bổ sung - 4,635,418 CP"
23,1671469200,15000000,2022-12-20,"Giao dịch bổ sung - 15,000,000 CP"
