,date,quarter,price,shares_est,lev,market_cap
0,2007-12-28,2007Q4,93.5,8313017.625822892,0.6569240058172792,777267148014
1,2008-03-31,2008Q1,54.0,8312947.946638766,0.7928908620364334,448899189118
2,2008-06-30,2008Q2,48.9,8312947.946638766,0.7928908620364334,406503154591
3,2008-09-30,2008Q3,61.0,8386002.082809638,0.792986234577706,511546127051
4,2008-12-31,2008Q4,32.6,8643955.500618046,0.8004491386935257,281792949320
5,2009-03-31,2009Q1,33.9,8312996.594778661,0.8475460966456321,281810584563
6,2009-06-30,2009Q2,39.5,8312912.744133764,0.8053757851375077,328360053393
7,2009-09-30,2009Q3,37.9,8506441.703727476,0.7531742509226939,322394140571
8,2009-12-31,2009Q4,35.0,8312879.358468831,0.7974755381867443,290950777546
9,2010-03-31,2010Q1,33.5,8560022.67680824,0.8331385326726285,286760759673
10,2010-06-30,2010Q2,27.8,8312676.056338028,0.8987052434922338,231092394366
11,2010-09-30,2010Q3,17.5,8312646.4531704895,0.8298901682408084,145471312930
12,2010-12-31,2010Q4,18.2,8312750.422936515,0.7743070297981214,151292057697
13,2011-03-31,2011Q1,15.2,8312814.925779654,0.8163602353350841,126354786872
14,2011-06-30,2011Q2,12.9,8312954.743055874,0.7959615056002013,107237116185
15,2011-09-30,2011Q3,12.5,8312848.710277351,0.7256449954710276,103910608878
16,2011-12-30,2011Q4,13.0,8312830.77051298,0.7518395189664017,108066800017
17,2012-03-30,2012Q1,12.7,8312911.944615676,0.7901019199479389,105573981697
18,2012-06-29,2012Q2,9.5,8313145.905100566,0.7623204325280094,78974886098
19,2012-09-28,2012Q3,5.7,8313147.410358566,0.6922235669973691,47384940239
20,2012-12-28,2012Q4,6.5,8312667.582237918,0.699481750991175,54032339285
21,2013-03-29,2013Q1,5.8,8313131.313131313,0.6397601156171033,48216161616
22,2013-06-28,2013Q2,5.5,8313042.38460571,0.543889066580971,45721733115
23,2013-09-30,2013Q3,5.9,8313012.820512821,0.5402507935169605,49046775641
24,2013-12-31,2013Q4,9.0,8313045.176409322,0.510967262337894,74817406588
25,2014-03-31,2014Q1,14.5,8313156.349879329,0.4796478889522012,120540767073
26,2014-06-30,2014Q2,25.6,8312730.916150041,0.5129448313587269,212805911453
27,2014-09-30,2014Q3,38.2,15812556.933641652,0.2899457794432161,604039674865
28,2014-12-31,2014Q4,42.9,15812521.421227008,0.251561230863311,678357168971
29,2015-03-31,2015Q1,26.0,27197398.44819717,0.2676108553059209,707132359653
30,2015-06-30,2015Q2,20.0,73825364.14245406,0.1556225423678294,1476507282849
31,2015-09-30,2015Q3,12.7,147649680.9868141,0.1321204374484982,1875150948533
32,2015-12-31,2015Q4,13.9,147645514.9788483,0.125519839620914,2052272658206
33,2016-03-31,2016Q1,10.3,147643156.00717273,0.1401102357043804,1520724506874
34,2016-06-30,2016Q2,5.8,147642611.6838488,0.1175515065910681,856327147766
35,2016-09-30,2016Q3,3.17,147649728.17879796,0.1201142719300139,468049638327
36,2016-12-30,2016Q4,2.63,147651228.66652504,0.1025379228802449,388322731393
37,2017-03-31,2017Q1,2.78,147648857.31933293,0.1421547275191332,410463823348
38,2017-06-30,2017Q2,4.31,147647636.72932622,0.1325936192816789,636361314303
39,2017-09-29,2017Q3,4.16,147653843.14645398,0.1135338440631746,614239987489
40,2017-12-29,2017Q4,3.7,147648410.17488077,0.0971421265831015,546299117647
41,2018-03-30,2018Q1,2.24,147648264.35777265,0.0900971903725499,330732112161
42,2018-06-29,2018Q2,1.8,147653558.3505811,0.0907426861123661,265776405031
43,2018-09-28,2018Q3,1.82,147643640.1741093,0.0935523125330998,268711425117
44,2018-12-28,2018Q4,1.29,147650729.33549434,0.0978536262679352,190469440843
45,2019-03-29,2019Q1,1.59,147650275.8844531,0.0884401996365867,234763938656
46,2019-06-28,2019Q2,1.64,147650947.1987102,0.0568444316448467,242147553406
47,2019-09-30,2019Q3,2.31,147644333.6282474,0.0526407598163969,341058410681
48,2019-12-31,2019Q4,3.08,147643233.60090813,0.0616979350568593,454741159491
49,2020-03-31,2020Q1,1.86,147651420.70752046,0.0795011978097534,274631642516
50,2020-06-30,2020Q2,2.61,147643486.69847172,0.0685402228430644,385349500283
51,2020-09-30,2020Q3,2.82,147642736.2823302,0.0709359270867195,416352516316
52,2020-12-31,2020Q4,3.44,147645667.3907796,0.0787299231347535,507901095824
53,2021-03-31,2021Q1,7.2,147642782.46883795,0.0765006239482638,1063028033776
54,2021-06-30,2021Q2,11.2,147644606.75815257,0.1087001253729235,1653619595691
55,2021-09-30,2021Q3,9.93,147651988.53194147,0.1203427339093409,1466184246122
56,2021-12-31,2021Q4,16.05,147643898.86405277,0.1254105740242769,2369684576768
57,2022-03-31,2022Q1,16.7,147653242.22157604,0.1128005698919214,2465809145100
58,2022-06-30,2022Q2,6.5,196853386.31943855,0.1101074283650947,1279547011076
