,quarter,roa
0,2008Q1,0.17
1,2008Q2,2.43
2,2008Q3,5.07
3,2008Q4,-0.26
4,2009Q1,0.2
5,2009Q2,2.18
6,2009Q3,4.63
7,2009Q4,-1.72
8,2010Q1,0.1
9,2010Q2,3.68
10,2010Q3,2.78
11,2010Q4,8.03
12,2011Q1,-0.24
13,2011Q2,3.55
14,2011Q3,3.47
15,2011Q4,2.93
16,2012Q1,0.35
17,2012Q2,4.23
18,2012Q3,3.43
19,2012Q4,3.62
20,2013Q1,0.46
21,2013Q2,4.26
22,2013Q3,2.22
23,2013Q4,1.18
24,2014Q1,0.02
25,2014Q2,3.92
26,2014Q3,3.33
27,2014Q4,1.18
28,2015Q1,-0.2
29,2015Q2,2.04
30,2015Q3,3.76
31,2015Q4,1.55
32,2016Q1,-0.2
33,2016Q2,3.87
34,2016Q3,3.57
35,2016Q4,1.63
36,2017Q1,0.94
37,2017Q2,2.96
38,2017Q3,3.51
39,2017Q4,1.72
40,2018Q1,0.28
41,2018Q2,2.78
42,2018Q3,3.64
43,2018Q4,0.74
44,2019Q1,-0.25
45,2019Q2,2.91
46,2019Q3,2.38
47,2019Q4,0.98
48,2020Q1,-0.2
49,2020Q2,1.0
50,2020Q3,3.23
51,2020Q4,2.42
52,2021Q1,-0.14
53,2021Q2,1.36
54,2021Q3,0.72
55,2021Q4,2.31
56,2022Q1,1.35
57,2022Q2,0.98
58,2022Q3,2.78
