,quarter,roa
0,2006Q2,1.39
1,2006Q3,0.45
2,2006Q4,0.4
3,2007Q1,0.94
4,2007Q2,0.76
5,2007Q3,0.81
6,2007Q4,0.68
7,2008Q1,0.51
8,2008Q2,0.37
9,2008Q3,0.25
10,2008Q4,0.38
11,2009Q1,0.42
12,2009Q2,0.61
13,2009Q3,0.45
14,2009Q4,0.48
15,2010Q1,0.4
16,2010Q2,0.68
17,2010Q3,0.29
18,2010Q4,0.25
19,2011Q1,0.38
20,2011Q2,0.41
21,2011Q3,0.3
22,2011Q4,0.32
23,2012Q1,0.57
24,2012Q2,0.34
25,2012Q3,0.28
26,2012Q4,-0.58
27,2013Q1,0.44
28,2013Q2,0.3
29,2013Q3,0.32
30,2013Q4,0.36
31,2014Q1,0.38
32,2014Q2,0.37
33,2014Q3,0.33
34,2014Q4,0.18
35,2015Q1,0.33
36,2015Q2,0.27
37,2015Q3,0.23
38,2015Q4,-0.21
39,2016Q1,0.05
40,2016Q2,0.05
41,2016Q3,0.05
42,2016Q4,-0.03
43,2017Q1,0.06
44,2017Q2,0.06
45,2017Q3,0.09
46,2017Q4,0.11
47,2018Q1,0.11
48,2018Q2,0.09
49,2018Q3,0.04
50,2018Q4,0.21
51,2019Q1,0.2
52,2019Q2,0.07
53,2019Q3,0.17
54,2019Q4,0.12
55,2020Q1,0.17
56,2020Q2,0.07
57,2020Q3,0.15
58,2020Q4,0.17
59,2021Q1,0.16
60,2021Q2,0.22
61,2021Q3,0.13
62,2021Q4,0.17
63,2022Q1,0.24
64,2022Q2,0.15
