,quarter,price,price_diff,price_diff_perc
1,2010Q4,42.3,3.5,9.02061855670103
2,2011Q1,37.0,-5.299999999999997,-12.529550827423163
3,2011Q2,32.7,-4.299999999999997,-11.621621621621614
4,2011Q3,32.7,0.0,0.0
5,2011Q4,29.4,-3.3000000000000043,-10.091743119266068
6,2012Q1,27.0,-2.3999999999999986,-8.163265306122444
7,2012Q2,19.7,-7.300000000000001,-27.03703703703704
8,2012Q3,22.8,3.1000000000000014,15.736040609137062
9,2012Q4,21.4,-1.4000000000000021,-6.140350877192993
10,2013Q1,27.0,5.600000000000001,26.16822429906543
11,2013Q2,25.7,-1.3000000000000007,-4.814814814814817
12,2013Q3,26.0,0.3000000000000007,1.167315175097279
13,2013Q4,32.8,6.799999999999997,26.153846153846146
14,2014Q1,35.9,3.1000000000000014,9.451219512195125
15,2014Q2,40.1,4.200000000000003,11.699164345403908
16,2014Q3,35.5,-4.600000000000001,-11.4713216957606
17,2014Q4,35.1,-0.3999999999999986,-1.1267605633802777
18,2015Q1,36.5,1.3999999999999986,3.9886039886039844
19,2015Q2,37.8,1.2999999999999972,3.5616438356164304
20,2015Q3,36.8,-1.0,-2.6455026455026456
21,2015Q4,37.8,1.0,2.717391304347826
22,2016Q1,40.8,3.0,7.936507936507937
23,2016Q2,46.8,6.0,14.705882352941178
24,2016Q3,56.9,10.100000000000001,21.581196581196586
25,2016Q4,58.4,1.5,2.6362038664323375
26,2017Q1,59.7,1.3000000000000043,2.2260273972602813
27,2017Q2,76.0,16.299999999999997,27.303182579564485
28,2017Q3,94.0,18.0,23.68421052631579
29,2017Q4,91.3,-2.700000000000003,-2.872340425531918
30,2018Q1,87.6,-3.700000000000003,-4.052573932092008
31,2018Q2,68.6,-19.0,-21.68949771689498
32,2018Q3,65.0,-3.5999999999999943,-5.24781341107871
33,2018Q4,69.0,4.0,6.153846153846154
34,2019Q1,93.0,24.0,34.78260869565217
35,2019Q2,103.0,10.0,10.75268817204301
36,2019Q3,75.0,-28.0,-27.184466019417474
37,2019Q4,69.0,-6.0,-8.0
38,2020Q1,61.0,-8.0,-11.594202898550725
39,2020Q2,80.0,19.0,31.147540983606557
40,2020Q3,73.2,-6.799999999999997,-8.499999999999996
41,2020Q4,77.0,3.799999999999997,5.1912568306010884
42,2021Q1,85.5,8.5,11.03896103896104
43,2021Q2,82.0,-3.5,-4.093567251461988
44,2021Q3,94.3,12.299999999999997,14.999999999999996
45,2021Q4,93.1,-1.2000000000000028,-1.2725344644750827
46,2022Q1,108.7,15.600000000000009,16.756176154672406
47,2022Q2,101.6,-7.1000000000000085,-6.53173873045079
