,quarter,roa
0,2011Q2,6.72
1,2011Q3,2.67
2,2011Q4,3.71
3,2012Q1,2.92
4,2012Q2,3.76
5,2012Q3,4.99
6,2012Q4,3.7
7,2013Q1,1.92
8,2013Q2,3.76
9,2013Q3,3.39
10,2013Q4,3.7
11,2014Q1,3.03
12,2014Q2,3.73
13,2014Q3,3.45
14,2014Q4,1.71
15,2015Q1,2.53
16,2015Q2,2.5
17,2015Q3,2.71
18,2015Q4,1.52
19,2016Q1,2.13
20,2016Q2,2.54
21,2016Q3,3.05
22,2016Q4,2.04
23,2017Q1,2.55
24,2017Q2,3.23
25,2017Q3,3.45
26,2017Q4,1.06
27,2018Q1,2.86
28,2018Q2,3.6
29,2018Q3,3.62
30,2018Q4,2.66
31,2019Q1,3.88
32,2019Q2,3.29
33,2019Q3,4.26
34,2019Q4,3.47
35,2020Q1,3.38
36,2020Q2,3.92
37,2020Q3,4.98
38,2020Q4,4.26
39,2021Q1,3.73
40,2021Q2,4.92
41,2021Q3,3.34
42,2021Q4,2.71
43,2022Q1,4.26
44,2022Q2,6.14
