,quarter,roa
0,2009Q1,0.0
1,2009Q2,0.0
2,2009Q3,0.0
3,2009Q4,1.72
4,2010Q1,0.0
5,2010Q2,1.73
6,2010Q3,0.86
7,2010Q4,1.04
8,2011Q1,0.03
9,2011Q2,-2.57
10,2011Q3,0.37
11,2011Q4,5.94
12,2012Q1,-0.26
13,2012Q2,1.38
14,2012Q3,0.45
15,2012Q4,1.46
16,2013Q1,-0.31
17,2013Q2,1.35
18,2013Q3,0.41
19,2013Q4,0.64
20,2014Q1,-0.43
21,2014Q2,0.98
22,2014Q3,0.33
23,2014Q4,0.91
24,2015Q1,-0.47
25,2015Q2,1.92
26,2015Q3,0.87
27,2015Q4,0.52
28,2016Q1,-0.88
29,2016Q2,2.03
30,2016Q3,1.25
31,2016Q4,3.57
32,2017Q1,-0.59
33,2017Q2,2.26
34,2017Q3,0.64
35,2017Q4,1.63
36,2018Q1,-0.68
37,2018Q2,2.11
38,2018Q3,0.35
39,2018Q4,1.44
40,2019Q1,0.08
41,2019Q2,2.45
42,2019Q3,1.03
43,2019Q4,0.98
44,2020Q1,0.08
45,2020Q2,1.43
46,2020Q3,1.84
47,2020Q4,1.46
48,2021Q1,0.09
49,2021Q2,1.93
50,2021Q3,0.36
51,2021Q4,2.47
52,2022Q1,0.27
53,2022Q2,1.77
