,quarter,roa
0,2010Q2,0.0
1,2012Q1,0.29
2,2013Q3,0.0
3,2013Q4,0.42
4,2014Q1,0.49
5,2014Q2,0.62
6,2014Q3,1.37
7,2014Q4,1.32
8,2015Q1,1.32
9,2015Q2,1.15
10,2015Q3,0.95
11,2015Q4,1.54
12,2016Q1,-0.02
13,2016Q2,3.82
14,2016Q3,0.47
15,2016Q4,2.26
16,2017Q1,0.21
17,2017Q2,0.94
18,2017Q3,1.62
19,2017Q4,0.57
20,2018Q1,0.36
21,2018Q2,7.51
22,2018Q3,0.46
23,2018Q4,0.96
24,2019Q1,0.35
25,2019Q2,1.32
26,2019Q3,0.98
27,2019Q4,1.18
28,2020Q1,0.92
29,2020Q2,1.6
30,2020Q3,0.62
31,2020Q4,1.07
32,2021Q1,0.41
33,2021Q2,1.17
34,2021Q3,0.93
35,2021Q4,2.25
36,2022Q1,0.42
37,2022Q2,1.28
