,quarter,roa
0,2005Q4,3.08
1,2006Q1,0.0
2,2006Q2,0.0
3,2006Q3,14.18
4,2006Q4,21.08
5,2007Q1,19.11
6,2007Q2,14.53
7,2007Q3,12.64
8,2007Q4,12.37
9,2008Q1,9.71
10,2008Q2,8.02
11,2008Q3,7.08
12,2008Q4,8.46
13,2009Q1,1.32
14,2009Q2,3.54
15,2009Q3,6.21
16,2009Q4,4.65
17,2010Q1,3.12
18,2010Q2,3.85
19,2010Q3,1.94
20,2010Q4,5.34
21,2011Q1,3.83
22,2011Q2,11.76
23,2011Q3,13.77
24,2011Q4,13.34
25,2012Q1,8.28
26,2012Q2,10.0
27,2012Q3,6.64
28,2012Q4,4.16
29,2013Q1,8.53
30,2013Q2,6.41
31,2013Q3,6.42
32,2013Q4,6.9
33,2014Q1,2.68
34,2014Q2,2.02
35,2014Q3,2.15
36,2014Q4,1.13
37,2015Q1,0.73
38,2015Q2,0.09
39,2015Q3,2.7
40,2015Q4,1.29
41,2016Q1,0.22
42,2016Q2,1.83
43,2016Q3,1.1
44,2016Q4,1.01
45,2017Q1,1.07
46,2017Q2,1.5
47,2017Q3,0.94
48,2017Q4,0.83
49,2018Q1,0.96
50,2018Q2,1.23
51,2018Q3,1.37
52,2018Q4,2.23
53,2019Q1,1.39
54,2019Q2,2.04
55,2019Q3,1.5
56,2019Q4,2.06
57,2020Q1,1.22
58,2020Q2,1.51
59,2020Q3,1.48
60,2020Q4,2.12
61,2021Q1,0.54
62,2021Q2,2.36
63,2021Q3,1.29
64,2021Q4,2.91
65,2022Q1,1.14
66,2022Q2,3.97
