,quarter,roa
0,2006Q2,4.33
1,2006Q3,2.15
2,2006Q4,2.75
3,2007Q1,2.49
4,2007Q2,2.27
5,2007Q3,2.26
6,2007Q4,1.7
7,2008Q1,1.45
8,2008Q2,1.16
9,2008Q3,1.81
10,2008Q4,1.18
11,2009Q1,2.29
12,2009Q2,2.8
13,2009Q3,3.32
14,2009Q4,7.53
15,2010Q1,1.91
16,2010Q2,1.97
17,2010Q3,2.29
18,2010Q4,2.2
19,2011Q1,1.87
20,2011Q2,1.14
21,2011Q3,2.11
22,2011Q4,1.86
23,2012Q1,1.35
24,2012Q2,1.8
25,2012Q3,0.12
26,2012Q4,1.58
27,2013Q1,0.95
28,2013Q2,1.24
29,2013Q3,1.25
30,2013Q4,1.06
31,2014Q1,1.3
32,2014Q2,2.08
33,2014Q3,1.99
34,2014Q4,3.01
35,2015Q1,2.59
36,2015Q2,7.94
37,2015Q3,5.57
38,2015Q4,4.18
39,2016Q1,2.54
40,2016Q2,5.84
41,2016Q3,6.71
42,2016Q4,6.56
43,2017Q1,3.81
44,2017Q2,4.34
45,2017Q3,5.66
46,2017Q4,3.62
47,2018Q1,3.38
48,2018Q2,3.85
49,2018Q3,4.47
50,2018Q4,4.41
51,2019Q1,1.17
52,2019Q2,4.21
53,2019Q3,2.42
54,2019Q4,1.72
55,2020Q1,1.22
56,2020Q2,0.13
57,2020Q3,2.79
58,2020Q4,3.01
59,2021Q1,2.53
60,2021Q2,2.22
61,2021Q3,-0.59
62,2021Q4,3.33
63,2022Q1,0.01
64,2022Q2,2.14
