quarter,trend
2005Q1,0.0
2005Q2,0.0
2005Q3,0.0
2005Q4,32.231404958677686
2006Q1,36.36363636363637
2006Q2,0.0
2006Q3,0.0
2006Q4,20.66115702479339
2007Q1,0.0
2007Q2,25.206611570247933
2007Q3,12.809917355371901
2007Q4,0.0
2008Q1,14.049586776859504
2008Q2,0.0
2008Q3,0.0
2008Q4,0.0
2009Q1,0.0
2009Q2,0.0
2009Q3,12.809917355371901
2009Q4,0.0
2010Q1,0.0
2010Q2,0.0
2010Q3,0.0
2010Q4,2.0661157024793386
2011Q1,2.0661157024793386
2011Q2,1.2396694214876034
2011Q3,1.6528925619834711
2011Q4,6.198347107438017
2012Q1,9.917355371900827
2012Q2,8.677685950413224
2012Q3,7.024793388429752
2012Q4,7.024793388429752
2013Q1,10.330578512396695
2013Q2,4.132231404958677
2013Q3,4.132231404958677
2013Q4,4.958677685950414
2014Q1,5.785123966942149
2014Q2,5.371900826446281
2014Q3,4.132231404958677
2014Q4,5.785123966942149
2015Q1,5.371900826446281
2015Q2,6.6115702479338845
2015Q3,9.50413223140496
2015Q4,7.024793388429752
2016Q1,6.198347107438017
2016Q2,5.371900826446281
2016Q3,4.545454545454546
2016Q4,5.371900826446281
2017Q1,7.024793388429752
2017Q2,7.851239669421488
2017Q3,13.636363636363637
2017Q4,19.00826446280992
2018Q1,29.75206611570248
2018Q2,26.859504132231404
2018Q3,26.03305785123967
2018Q4,23.96694214876033
2019Q1,20.24793388429752
2019Q2,15.289256198347108
2019Q3,19.834710743801654
2019Q4,20.66115702479339
2020Q1,23.96694214876033
2020Q2,38.01652892561984
2020Q3,31.818181818181817
2020Q4,45.04132231404959
2021Q1,63.22314049586777
2021Q2,100.0
2021Q3,93.38842975206612
2021Q4,61.570247933884296
2022Q1,71.07438016528926
2022Q2,56.19834710743802
2022Q3,45.04132231404959
