,quarter,roa
0,2011Q1,0.45
1,2011Q2,0.76
2,2011Q3,0.46
3,2011Q4,0.59
4,2012Q1,0.48
5,2012Q2,0.48
6,2012Q3,0.43
7,2012Q4,0.15
8,2013Q1,0.36
9,2013Q2,0.42
10,2013Q3,0.31
11,2013Q4,0.22
12,2014Q1,0.35
13,2014Q2,0.37
14,2014Q3,0.33
15,2014Q4,0.27
16,2015Q1,0.31
17,2015Q2,0.4
18,2015Q3,0.29
19,2015Q4,0.21
20,2016Q1,0.31
21,2016Q2,0.34
22,2016Q3,0.3
23,2016Q4,0.28
24,2017Q1,0.35
25,2017Q2,0.42
26,2017Q3,0.42
27,2017Q4,0.1
28,2018Q1,0.49
29,2018Q2,0.46
30,2018Q3,0.52
31,2018Q4,0.39
32,2019Q1,0.52
33,2019Q2,0.47
34,2019Q3,0.55
35,2019Q4,0.46
36,2020Q1,0.42
37,2020Q2,0.55
38,2020Q3,0.56
39,2020Q4,0.42
40,2021Q1,0.71
41,2021Q2,0.5
42,2021Q3,0.56
43,2021Q4,0.61
44,2022Q1,0.72
45,2022Q2,0.71
