,quarter,roa
0,2002Q2,25.57
1,2003Q1,5.42
2,2003Q2,5.45
3,2003Q3,5.52
4,2004Q4,10.54
5,2005Q1,3.84
6,2005Q2,4.53
7,2005Q3,4.26
8,2005Q4,4.53
9,2006Q1,2.59
10,2006Q2,2.49
11,2006Q3,4.85
12,2006Q4,5.08
13,2007Q1,2.45
14,2007Q2,1.47
15,2007Q3,1.62
16,2007Q4,1.78
17,2008Q1,1.54
18,2008Q2,-3.96
19,2008Q3,6.05
20,2008Q4,-6.51
21,2009Q1,0.58
22,2009Q2,6.96
23,2009Q3,2.15
24,2009Q4,0.87
25,2010Q1,1.0
26,2010Q2,1.87
27,2010Q3,1.94
28,2010Q4,-0.55
29,2011Q1,-0.87
30,2011Q2,-3.45
31,2011Q3,0.03
32,2011Q4,-2.88
33,2012Q1,1.44
34,2012Q2,3.76
35,2012Q3,-0.85
36,2012Q4,-0.19
37,2013Q1,1.22
38,2013Q2,1.04
39,2013Q3,0.62
40,2013Q4,1.3
41,2014Q1,0.49
42,2014Q2,0.4
43,2014Q3,0.21
44,2014Q4,1.32
45,2015Q1,-0.21
46,2015Q2,0.51
47,2015Q3,0.37
48,2015Q4,0.91
49,2016Q1,-0.09
50,2016Q2,1.74
51,2016Q3,-0.76
52,2016Q4,-0.1
53,2017Q1,0.8
54,2017Q2,0.62
55,2017Q3,-0.09
56,2017Q4,1.46
57,2018Q1,0.97
58,2018Q2,0.12
59,2018Q3,0.0
60,2018Q4,1.1
61,2019Q1,0.21
62,2019Q2,0.06
63,2019Q3,0.19
64,2019Q4,1.05
65,2020Q1,0.0
66,2020Q2,0.1
67,2020Q3,0.69
68,2020Q4,0.78
69,2021Q1,0.13
70,2021Q2,0.03
71,2021Q3,0.68
72,2021Q4,1.29
73,2022Q1,0.05
74,2022Q2,0.36
