,timestamp,delta_volume,date,note
0,1269277200,12961500,2010-03-23,"Niêm yết cổ phiếu bổ sung - 12,961,500 CP"
1,1274634000,13996000,2010-05-24,"Niêm yết cổ phiếu bổ sung - 13,996,000 CP"
2,1275325200,13996000,2010-06-01,"Giao dịch bổ sung - 13,996,000 CP"
3,1282842000,16794790,2010-08-27,"Niêm yết cổ phiếu bổ sung - 16,794,790 CP"
4,1283792400,16794790,2010-09-07,"Giao dịch bổ sung - 16,794,790 CP"
5,1450371600,30236277,2015-12-18,"Niêm yết cổ phiếu bổ sung - 30,236,277 CP"
6,1450890000,30236277,2015-12-24,"Giao dịch bổ sung - 30,236,277 CP"
7,1466528400,65512762,2016-06-22,"Niêm yết cổ phiếu bổ sung - 65,512,762 CP"
8,1467306000,65512762,2016-07-01,"Giao dịch bổ sung - 65,512,762 CP"
9,1493744400,3460171,2017-05-03,"Niêm yết cổ phiếu bổ sung - 3,460,171 CP"
10,1499014800,149996683,2017-07-03,"Niêm yết cổ phiếu bổ sung - 149,996,683 CP"
11,1499619600,147401555,2017-07-10,"Giao dịch bổ sung - 147,401,555 CP"
12,1530032400,34993645,2018-06-27,"Niêm yết cổ phiếu bổ sung - 34,993,645 CP"
13,1530810000,34993645,2018-07-06,"Giao dịch bổ sung - 34,993,645 CP"
14,1557939600,38479161,2019-05-16,"Niêm yết cổ phiếu bổ sung - 38,479,161 CP"
15,1558890000,38479161,2019-05-27,"Giao dịch bổ sung - 38,479,161 CP"
16,1586451600,1297532,2020-04-10,"Giao dịch bổ sung - 1,297,532 CP"
17,1586451600,1730085,2020-04-10,"Giao dịch bổ sung - 1,730,085 CP"
18,1589821200,21155724,2020-05-19,"Niêm yết cổ phiếu bổ sung - 21,155,724 CP"
19,1590512400,21155724,2020-05-27,"Giao dịch bổ sung - 21,155,724 CP"
20,1617987600,1730086,2021-04-10,"Giao dịch bổ sung - 1,730,086 CP"
21,1617987600,1297596,2021-04-10,"Giao dịch bổ sung - 1,297,596 CP"
22,1625504400,44456683,2021-07-06,"Niêm yết cổ phiếu bổ sung - 44,456,683 CP"
23,1626714000,44456683,2021-07-20,"Giao dịch bổ sung - 44,456,683 CP"
24,1633971600,4400000,2021-10-12,"Niêm yết cổ phiếu bổ sung - 4,400,000 CP"
25,1660496400,4900800,2022-08-15,"Niêm yết cổ phiếu bổ sung - 4,900,800 CP"
26,1663261200,4400000,2022-09-16,"Giao dịch bổ sung - 4,400,000 CP"
27,1665075600,99672290,2022-10-07,"Niêm yết cổ phiếu bổ sung - 99,672,290 CP"
28,1665680400,99672290,2022-10-14,"Giao dịch bổ sung - 99,672,290 CP"
29,1688490000,4900800,2023-07-05,"Giao dịch bổ sung - 4,900,800 CP"
