,date,quarter,price,shares_est,market_cap
0,2006-12-29,2006Q4,58.0,1331470.2175461669,77225272618
1,2007-03-30,2007Q1,84.0,1334717.2903578258,112116252390
2,2007-06-29,2007Q2,108.0,1534387.6425156307,165713865392
3,2007-09-28,2007Q3,92.0,3995114.879758524,367550568938
4,2007-12-28,2007Q4,82.0,3995133.487081265,327600945941
5,2008-03-31,2008Q1,40.8,3995123.803433322,163001051180
6,2008-06-30,2008Q2,27.6,3995102.404274265,110264826358
7,2008-09-30,2008Q3,30.2,3995145.239917812,120653386246
8,2008-12-31,2008Q4,19.9,4933944.215084081,98185489880
9,2009-03-31,2009Q1,17.4,4933862.903839809,85849214527
10,2009-06-30,2009Q2,24.0,4933862.903839809,118412709692
11,2009-09-30,2009Q3,25.3,4933862.903839809,124826731467
12,2009-12-31,2009Q4,23.6,4693881.841754853,110775611465
13,2010-03-31,2010Q1,21.4,5356216.750875505,114623038469
14,2010-06-30,2010Q2,21.3,5116192.300905034,108974896009
15,2010-09-30,2010Q3,19.3,5356210.094852729,103374854831
16,2010-12-31,2010Q4,17.5,5356211.155272213,93733695217
17,2011-03-31,2011Q1,14.4,5356206.878108787,77129379045
18,2011-06-30,2011Q2,14.0,5356150.925360452,74986112955
19,2011-09-30,2011Q3,11.1,5356234.361968307,59454201418
20,2011-12-30,2011Q4,12.0,5356189.479193929,64274273750
21,2012-03-30,2012Q1,10.5,5356139.312052538,56239462777
22,2012-06-29,2012Q2,10.0,5356267.952956479,53562679530
23,2012-09-28,2012Q3,13.9,5356202.82826081,74451219313
24,2012-12-28,2012Q4,19.6,5356203.44989894,104981587618
25,2013-03-29,2013Q1,10.0,5356212.494123504,53562124941
26,2013-06-28,2013Q2,11.1,5356223.413071101,59454079885
27,2013-09-06,2013Q3,11.3,5356150.438825763,60524499959
28,2013-12-31,2013Q4,12.0,5356194.387405886,64274332649
29,2014-03-31,2014Q1,12.9,5356260.251503554,69095757244
30,2014-06-30,2014Q2,12.0,5356150.955726189,64273811469
31,2014-09-30,2014Q3,11.6,5356243.499206219,62132424591
32,2014-12-31,2014Q4,11.5,5356237.816764132,61596734893
33,2015-03-31,2015Q1,12.6,5848026.3738851445,73685132311
34,2015-06-30,2015Q2,13.0,5848066.7838312825,76024868190
35,2015-09-30,2015Q3,12.6,5848075.742964846,73685754361
36,2015-12-31,2015Q4,13.8,6172447.18842685,85179771200
37,2016-03-31,2016Q1,13.1,6172476.343078272,80859440094
38,2016-06-30,2016Q2,11.8,6172582.022197829,72836467862
39,2016-09-30,2016Q3,10.0,6172496.362754608,61724963628
40,2016-12-30,2016Q4,12.4,5736688.040144968,71134931698
41,2017-03-31,2017Q1,17.0,5736662.220740247,97523257753
42,2017-06-30,2017Q2,13.5,5736724.978168399,77445787205
43,2017-09-29,2017Q3,14.0,5736660.45035767,80313246305
44,2017-12-29,2017Q4,15.0,5736639.012155122,86049585182
45,2018-03-30,2018Q1,13.1,5736683.9661294725,75150559956
46,2018-06-29,2018Q2,14.0,5736707.523833348,80313905334
47,2018-09-28,2018Q3,12.7,5736779.870754846,72857104359
48,2018-12-28,2018Q4,12.5,5736764.945430852,71709561818
49,2019-03-29,2019Q1,13.0,5736665.946879724,74576657309
50,2019-06-28,2019Q2,13.9,5736773.088554072,79741145931
51,2019-09-30,2019Q3,14.1,5736733.490566038,80887942217
52,2019-12-31,2019Q4,11.0,5736762.15856096,63104383744
53,2020-03-31,2020Q1,12.5,5736694.601654332,71708682521
54,2020-06-30,2020Q2,12.8,5736752.042393465,73430426143
55,2020-09-30,2020Q3,11.6,5736667.770785028,66545346141
56,2020-12-31,2020Q4,10.5,5736688.21588562,60235226267
57,2021-03-31,2021Q1,13.3,5736763.197348694,76298950525
58,2021-06-30,2021Q2,11.5,5736792.154381525,65973109775
59,2021-09-30,2021Q3,12.8,5736750.130412103,73430401669
60,2021-12-31,2021Q4,20.9,5736769.28398478,119898478035
61,2022-03-31,2022Q1,21.3,5736681.523930808,122191316460
62,2022-06-30,2022Q2,19.7,5736650.135138681,113012007662
