,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2011Q1,24471.0,-10601.0,-11403.0,-11401.0,-11401.0,1695744.0,,1865610.0,1011769.0,1011650.0,853841.0,0.0,-132.0,9871.0,0.0,-46.59,0.82,0.38
1,2011Q2,0.0,0.0,0.0,0.0,0.0,1861870.0,,2030543.0,1159235.0,1159116.0,871308.0,0.0,-132.0,10073.0,0.0,0.0,0.81,0.35
2,2011Q3,61394.0,-133228.0,-134648.0,-134659.0,-134659.0,2252153.0,,2389828.0,1653180.0,1653074.0,736648.0,0.0,-1689.0,8516.0,-4.86,-219.34,0.96,0.29
3,2011Q4,57534.0,-77878.0,-79487.0,-79540.0,-79540.0,3024242.0,,3161147.0,2504255.0,2504180.0,656892.0,0.0,-2608.0,7594.0,-2.42,-138.25,-28.94,-9.55
4,2012Q1,72838.0,29321.0,27967.0,28000.0,28000.0,3237011.0,,3373878.0,2689265.0,2689192.0,684613.0,0.0,-2153.0,7915.0,-2.97,38.44,-25.25,-6.8
5,2012Q2,84993.0,27924.0,27048.0,26986.0,26986.0,1176181.0,,1312287.0,600688.0,600632.0,711599.0,0.0,-1841.0,8227.0,-3.48,31.75,-22.83,-6.22
6,2012Q3,33372.0,-5755.0,-7830.0,-7687.0,-7687.0,1084420.0,,1223801.0,519726.0,519687.0,704075.0,0.0,-373.0,8140.0,-11.0,-23.03,-4.68,-1.42
7,2012Q4,29853.0,-22809.0,-26199.0,-26196.0,-26196.0,1192765.0,,1307711.0,630132.0,630132.0,677579.0,,244.0,7833.0,15.99,-87.75,3.04,1.17
8,2013Q1,38326.0,3766.0,2413.0,2413.0,2413.0,1199952.0,,1319759.0,639800.0,639800.0,679959.0,,-52.0,7861.0,-65.59,6.3,-0.65,-0.35
9,2013Q2,62620.0,14028.0,1693.0,1659.0,1659.0,2175853.0,,2206016.0,1524398.0,1524398.0,681619.0,,-345.0,7880.0,-10.74,2.65,-4.35,-1.97
10,2013Q3,54214.0,12085.0,3926.0,5160.0,5160.0,1977795.0,,2006639.0,1319888.0,1319888.0,686751.0,,-196.0,7939.0,-19.89,9.52,-2.49,-0.99
11,2013Q4,63341.0,17105.0,5892.0,5893.0,5893.0,1506360.0,,1541838.0,849392.0,849392.0,692445.0,0.0,175.0,8005.0,29.74,9.3,2.21,0.86
12,2014Q1,71963.0,11739.0,10328.0,10251.0,10251.0,3532413.0,,3570119.0,2867436.0,2867436.0,702683.0,,265.0,8124.0,33.9,14.25,3.32,0.99
13,2014Q2,131723.0,13770.0,12909.0,12879.0,12879.0,3970798.0,,4008302.0,3292752.0,3292752.0,715550.0,,395.0,8272.0,17.97,9.78,4.89,1.23
14,2014Q3,147106.0,34697.0,31622.0,31576.0,31576.0,1635362.0,,1673581.0,926463.0,926463.0,747118.0,,701.0,8637.0,14.27,21.46,8.48,2.25
15,2014Q4,179889.0,6043.0,20703.0,20674.0,20674.0,1806526.0,,1842532.0,1074922.0,1074922.0,767610.0,,871.0,8874.0,12.05,11.49,10.28,2.72
16,2015Q1,77732.0,11059.0,7509.0,7236.0,7236.0,1513672.0,,1553139.0,778308.0,778308.0,774832.0,,837.0,8958.0,12.79,9.31,9.63,3.19
17,2015Q2,134760.0,66842.0,48287.0,48231.0,48231.0,1858945.0,,1898181.0,1075145.0,1075145.0,823036.0,,1245.0,9515.0,8.03,35.79,13.84,6.18
18,2015Q3,111396.0,24575.0,34933.0,34884.0,34884.0,1684965.0,,1724107.0,865890.0,865890.0,858217.0,,1284.0,9922.0,7.25,31.32,13.78,6.33
19,2015Q4,141400.0,8877.0,11272.0,11140.0,11140.0,2347204.0,,2391119.0,1521984.0,1521984.0,869135.0,,1173.0,10048.0,7.76,7.88,12.21,5.37
20,2016Q1,93465.0,54638.0,17795.0,17726.0,17726.0,1343071.0,544793.0,1375423.0,488562.0,488562.0,886861.0,0.0,1295.0,10253.0,7.11,18.97,13.03,7.45
21,2016Q2,83076.0,47340.0,25801.0,25819.0,25819.0,2831384.0,344405.0,2861790.0,1949126.0,1949126.0,912664.0,,1035.0,10551.0,8.5,31.08,10.16,4.29
22,2016Q3,116590.0,67307.0,27302.0,27303.0,27303.0,2109139.0,392280.0,2140723.0,1200451.0,1200451.0,940271.0,,948.0,10870.0,11.92,23.42,9.09,3.74
23,2016Q4,343029.0,80738.0,53742.0,42386.0,42386.0,1408981.0,471678.0,1442871.0,460429.0,460429.0,982442.0,,1299.0,10890.0,8.08,12.36,12.17,5.79
24,2017Q1,108702.0,65382.0,27493.0,22591.0,22591.0,1517707.0,459248.0,1623391.0,616865.0,616865.0,1006527.0,,1342.0,11157.0,9.09,20.78,12.3,5.85
25,2017Q2,176899.0,139781.0,112348.0,97362.0,97362.0,1873238.0,466179.0,1965815.0,871079.0,871079.0,1094736.0,,2132.0,12135.0,6.14,55.04,18.85,10.58
26,2017Q3,119564.0,68739.0,31357.0,26218.0,26218.0,1706154.0,622207.0,1860654.0,739700.0,739700.0,1120954.0,,2088.0,12055.0,7.14,21.93,17.94,10.94
27,2017Q4,159736.0,81982.0,36669.0,28801.0,28801.0,2248135.0,712391.0,2345976.0,1136576.0,1136576.0,1209400.0,,1901.0,12387.0,7.31,18.03,15.79,8.98
28,2018Q1,183022.0,107041.0,71942.0,57527.0,57527.0,2147750.0,899586.0,2249597.0,831640.0,831640.0,1417957.0,,2197.0,13174.0,6.46,31.43,17.34,9.97
29,2018Q2,352155.0,189306.0,157315.0,122288.0,122288.0,1868503.0,837633.0,1967570.0,512080.0,512080.0,1455490.0,,2351.0,13523.0,5.36,34.73,18.05,11.15
30,2018Q3,164080.0,68092.0,28313.0,24144.0,24144.0,1687344.0,777193.0,1784941.0,291927.0,291927.0,1493014.0,,2221.0,13454.0,6.1,14.71,16.7,11.15
31,2018Q4,159043.0,5564.0,-19219.0,-10425.0,-10425.0,1651829.0,806057.0,1757429.0,317045.0,317045.0,1440384.0,,1778.0,12980.0,5.76,-6.56,13.33,9.98
32,2019Q1,149464.0,66362.0,40611.0,34280.0,34280.0,1944197.0,749978.0,2048207.0,583745.0,583745.0,1464462.0,,1546.0,13197.0,6.4,22.94,11.64,9.01
33,2019Q2,141580.0,45816.0,21607.0,20125.0,20125.0,1564189.0,844909.0,1617451.0,235445.0,235445.0,1382006.0,,614.0,12454.0,13.59,14.21,4.71,3.78
34,2019Q3,169287.0,86457.0,65419.0,59942.0,59942.0,1724203.0,934100.0,1781326.0,339468.0,339468.0,1441858.0,,913.0,11812.0,7.72,35.41,7.26,5.77
35,2019Q4,148018.0,37758.0,8849.0,-904.0,-904.0,2268114.0,1106100.0,2336193.0,955573.0,955573.0,1380620.0,,972.0,11311.0,8.08,-0.61,8.0,5.83
36,2020Q1,213044.0,-29804.0,-60726.0,-60726.0,-60726.0,2347093.0,966706.0,2411286.0,1097233.0,1097233.0,1314054.0,,155.0,10809.0,51.75,-28.5,1.34,0.91
37,2020Q2,256800.0,120652.0,96038.0,93338.0,93338.0,1690292.0,1018267.0,1754175.0,357683.0,357683.0,1396492.0,,752.0,11440.0,10.64,36.35,6.89,4.48
38,2020Q3,198674.0,104052.0,78619.0,68318.0,68318.0,2101369.0,1078697.0,2163552.0,699560.0,699560.0,1463992.0,,822.0,12042.0,10.63,34.39,4.78,3.49
39,2020Q4,243946.0,94377.0,47617.0,26556.0,26556.0,2857054.0,1778351.0,2921021.0,1429857.0,1429857.0,1491164.0,,1048.0,12266.0,11.88,10.89,1.8,1.04
40,2021Q1,268225.0,123383.0,70440.0,61174.0,61174.0,3891523.0,2324380.0,3946184.0,2400847.0,2400847.0,1545337.0,,2051.0,12711.0,7.17,22.81,4.03,1.78
41,2021Q2,347052.0,199214.0,145618.0,116359.0,116359.0,4643574.0,2954413.0,4703507.0,3053922.0,3053922.0,1649586.0,,2241.0,13569.0,10.04,33.53,7.28,2.69
42,2021Q3,319984.0,186367.0,129030.0,104405.0,104405.0,5105138.0,3096317.0,5165239.0,3520752.0,3520752.0,1644487.0,,2537.0,13527.0,10.56,32.63,6.34,2.12
43,2021Q4,412462.0,202118.0,90467.0,74951.0,74951.0,5938478.0,3303210.0,6004732.0,4285475.0,4285475.0,1719257.0,,2936.0,14142.0,14.44,18.17,4.46,1.34
44,2022Q1,332542.0,182083.0,95664.0,83295.0,83295.0,6210206.0,3686286.0,6502327.0,4699865.0,4699865.0,1802462.0,,3118.0,14826.0,12.0,25.05,4.73,1.33
45,2022Q2,254963.0,61921.0,315.0,-5965.0,-5965.0,5583588.0,2708560.0,5888621.0,4203702.0,4203702.0,1684919.0,,2111.0,13860.0,10.59,-2.34,-0.34,-0.1
