,quarter,roa
0,2013Q3,0.0
1,2013Q4,1.08
2,2014Q1,0.0
3,2014Q2,0.0
4,2014Q3,2.28
5,2014Q4,5.08
6,2015Q1,2.49
7,2015Q2,4.63
8,2015Q3,2.61
9,2015Q4,3.63
10,2016Q1,1.67
11,2016Q2,1.72
12,2016Q3,0.57
13,2016Q4,2.54
14,2017Q1,0.67
15,2017Q2,1.21
16,2017Q3,1.09
17,2017Q4,0.85
18,2018Q1,0.96
19,2018Q2,-1.89
20,2018Q3,-2.7
21,2018Q4,0.55
22,2019Q1,-5.27
23,2019Q2,13.23
24,2019Q3,-2.08
25,2019Q4,-1.52
26,2020Q1,-2.08
27,2020Q2,2.67
28,2020Q3,-2.53
29,2020Q4,0.78
30,2021Q1,0.2
31,2021Q2,1.32
32,2021Q3,0.18
33,2021Q4,0.74
34,2022Q1,0.66
35,2022Q2,0.36
