,quarter,roa
0,2010Q3,3.8
1,2010Q4,12.25
2,2011Q1,0.93
3,2011Q2,0.04
4,2011Q3,0.03
5,2011Q4,0.26
6,2012Q1,0.05
7,2012Q2,0.33
8,2012Q3,0.04
9,2012Q4,0.25
10,2013Q1,0.16
11,2013Q2,0.32
12,2013Q3,0.55
13,2013Q4,0.08
14,2014Q1,0.04
15,2014Q2,0.16
16,2014Q3,0.16
17,2014Q4,0.56
18,2015Q1,0.72
19,2015Q2,0.46
20,2015Q3,1.03
21,2015Q4,9.45
22,2016Q1,0.8
23,2016Q2,0.23
24,2016Q3,0.15
25,2016Q4,0.63
26,2017Q1,0.3
27,2017Q2,0.45
28,2017Q3,0.15
29,2017Q4,0.28
30,2018Q1,0.17
31,2018Q2,0.17
32,2018Q3,0.16
33,2018Q4,0.16
34,2019Q1,0.16
35,2019Q2,0.15
36,2019Q3,0.15
37,2019Q4,0.15
38,2020Q1,0.05
39,2020Q2,0.06
40,2020Q3,0.02
41,2020Q4,0.02
42,2021Q1,0.02
43,2021Q2,0.01
44,2021Q3,0.01
45,2021Q4,0.01
46,2022Q1,0.05
47,2022Q2,0.12
