,timestamp,delta_volume,date,note
0,1637686800,78000000,2021-11-24,"Niêm yết cổ phiếu lần đầu - 78,000,000 CP"
1,1638464400,78000000,2021-12-03,"Giao dịch lần đầu - 78,000,000 CP"
2,1655226000,65520000,2022-06-15,"Niêm yết cổ phiếu bổ sung - 65,520,000 CP"
3,1655917200,65520000,2022-06-23,"Giao dịch bổ sung - 65,520,000 CP"
