,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2010Q3,149627.0,66041.0,77605.0,58204.0,58204.0,16397062.0,1872970.0,10323717.0,15188275.0,3400967.0,10590534.0,1208787.0,1000000.0,152770.0,582.0,12088.0,17.18,9.63,0.71
1,2010Q4,137426.0,92805.0,57960.0,43470.0,43470.0,20016971.0,4111691.0,10638936.0,17942231.0,5308626.0,10721302.0,2074739.0,1820235.0,209520.0,905.0,11398.0,11.6,2.65,0.24
2,2011Q1,132347.0,83757.0,60454.0,45340.0,45340.0,21779358.0,4748076.0,11234364.0,18506553.0,5738685.0,11497167.0,3272805.0,3010216.0,217826.0,1040.0,10872.0,8.17,1.71,0.22
3,2011Q2,177346.0,85742.0,67451.0,67451.0,67451.0,23317966.0,5065560.0,12650390.0,20181523.0,4264895.0,12535064.0,3136444.0,3010216.0,57892.0,1394.0,10419.0,6.24,2.1,0.3
4,2011Q3,216345.0,94727.0,69261.0,51946.0,51946.0,22731053.0,3725284.0,12733259.0,19534093.0,5323226.0,12006033.0,3196960.0,2980572.0,148121.0,1275.0,10620.0,6.59,1.64,0.23
5,2011Q4,213527.0,113838.0,43768.0,32826.0,32826.0,22573309.0,3058774.0,12754187.0,19343223.0,3475828.0,14822283.0,3230086.0,2980571.0,181247.0,992.0,10730.0,7.86,1.02,0.14
6,2012Q1,204962.0,128181.0,63656.0,47742.0,47742.0,23849687.0,2907957.0,13673107.0,20530319.0,1031239.0,18728192.0,3319368.0,2980571.0,270029.0,884.0,11027.0,9.05,1.46,0.21
7,2012Q2,177852.0,125178.0,58370.0,43778.0,43778.0,22542844.0,1817838.0,13067378.0,19267522.0,703330.0,17915156.0,3275322.0,2980571.0,170702.0,692.0,10881.0,11.56,1.33,0.19
8,2012Q3,133492.0,121233.0,8769.0,6576.0,6576.0,20915725.0,630123.0,12283041.0,17633992.0,54802.0,16561501.0,3281734.0,2980571.0,177114.0,459.0,10902.0,16.35,0.2,0.03
9,2012Q4,203023.0,275901.0,-127404.0,-127404.0,-127404.0,21585214.0,369715.0,12667122.0,18400306.0,95632.0,12272866.0,3184908.0,2980571.0,80995.0,-98.0,10580.0,-73.13,-3.94,-0.6
10,2013Q1,150504.0,127262.0,21831.0,21831.0,21831.0,22458392.0,394251.0,13018088.0,19251788.0,101789.0,15646863.0,3206604.0,2980571.0,102826.0,-186.0,10652.0,-37.2,0.68,0.1
11,2013Q2,140415.0,131750.0,-11315.0,-11315.0,-11315.0,23663978.0,578757.0,13750642.0,20466313.0,1791.0,18502415.0,3197666.0,2980571.0,91510.0,-371.0,10623.0,-18.89,-0.35,-0.05
12,2013Q3,180917.0,162255.0,3284.0,2463.0,2463.0,24629867.0,3556137.0,11532778.0,21431159.0,2766531.0,9640977.0,3198707.0,2980571.0,94794.0,-384.0,10626.0,-18.21,0.08,0.01
13,2013Q4,124203.0,191055.0,18184.0,13638.0,13638.0,29225490.0,4959195.0,13266270.0,26008444.0,5008554.0,18376936.0,3217045.0,2980571.0,113132.0,89.0,10687.0,78.29,0.43,0.05
14,2014Q1,128063.0,135366.0,3153.0,2458.0,2458.0,31794287.0,5125193.0,15299379.0,28588291.0,4445645.0,23558095.0,3205996.0,2980571.0,102082.0,24.0,10650.0,283.55,0.08,0.01
