,date,quarter,price,shares_est,market_cap
0,2007-03-30,2007Q1,53.0,2789960.7843137253,147867921569
1,2007-06-29,2007Q2,34.0,3033155.2482715272,103127278441
2,2007-09-28,2007Q3,32.0,3033181.9513624376,97061822444
3,2007-12-28,2007Q4,40.0,3033122.8251063284,121324913004
4,2008-03-31,2008Q1,22.1,3033137.058381358,67032328990
5,2008-06-30,2008Q2,11.6,3913084.9478390464,45391785395
6,2008-09-30,2008Q3,14.0,3913212.287313007,54784972022
7,2008-12-31,2008Q4,11.9,3913091.599030252,46565790028
8,2009-03-31,2009Q1,11.7,3913164.257420649,45784021812
9,2009-06-30,2009Q2,15.2,3913195.96668128,59480578694
10,2009-09-30,2009Q3,25.1,3917940.339411827,98340302519
11,2009-12-31,2009Q4,19.0,3913068.987434606,74348310761
12,2010-03-31,2010Q1,20.5,3913171.6273676073,80220018361
13,2010-06-30,2010Q2,16.7,3913215.1951358938,65350693759
14,2010-09-30,2010Q3,14.9,6913266.239707228,103007666972
15,2010-12-31,2010Q4,12.0,6913089.82775066,82957077933
16,2011-03-31,2011Q1,11.2,6913112.25046362,77426857205
17,2011-06-30,2011Q2,8.1,6913260.277149649,55997408245
18,2011-09-30,2011Q3,9.3,6913058.035714285,64291439732
19,2011-12-30,2011Q4,9.6,6913034.222151259,66365128533
20,2012-03-30,2012Q1,11.7,6912970.535807906,80881755269
21,2012-06-29,2012Q2,10.0,6913162.016358257,69131620164
22,2012-09-28,2012Q3,8.7,6913179.854412026,60144664733
23,2012-12-28,2012Q4,9.6,7770033.026247175,74592317052
24,2013-03-29,2013Q1,9.0,7770171.149144255,69931540342
25,2013-06-28,2013Q2,8.0,7770334.620334621,62162676963
26,2013-09-27,2013Q3,5.5,7770308.310991957,42736695710
27,2013-12-31,2013Q4,7.0,9486202.923160896,66403420462
28,2014-03-31,2014Q1,11.5,9485812.398337249,109086842581
29,2014-06-30,2014Q2,11.2,9485980.707395498,106242983923
30,2014-09-30,2014Q3,14.4,9485739.864432791,136594654048
31,2014-12-31,2014Q4,12.6,11201812.765418014,141142840844
32,2015-03-31,2015Q1,13.0,11202068.158168577,145626886056
33,2015-06-30,2015Q2,11.4,11202085.228465468,127703771605
34,2015-09-30,2015Q3,12.0,11201699.524133245,134420394290
35,2015-12-31,2015Q4,11.2,11201726.167124365,125459333072
36,2016-03-31,2016Q1,13.5,11202410.80818704,151232545911
37,2016-06-30,2016Q2,10.3,11201706.374758532,115377575660
38,2016-09-30,2016Q3,8.9,11202385.654475076,99701232325
39,2016-12-30,2016Q4,8.6,11201885.310290651,96336213668
40,2017-03-31,2017Q1,11.6,11201725.997842502,129940021575
41,2017-06-30,2017Q2,12.1,11201861.337565832,135542522185
42,2017-09-29,2017Q3,10.8,11201999.577554038,120981595438
43,2017-12-29,2017Q4,10.3,11201649.862511458,115376993584
44,2018-03-30,2018Q1,16.0,11201932.04530313,179230912725
45,2018-06-29,2018Q2,11.4,11202342.180029104,127706700852
46,2018-09-28,2018Q3,13.1,11202241.195304165,146749359658
47,2018-12-28,2018Q4,21.5,11202203.58081883,240847376988
48,2019-03-29,2019Q1,13.9,11201785.714285716,155704821429
49,2019-06-28,2019Q2,14.0,11202250.274423713,156831503842
50,2019-09-30,2019Q3,18.9,11201889.020070838,211715702479
51,2019-12-31,2019Q4,26.5,11202084.7552274,296855246014
52,2020-03-31,2020Q1,21.1,11202027.516292542,236362780594
53,2020-06-30,2020Q2,17.9,11202155.936207917,200518591258
54,2020-09-30,2020Q3,10.3,11201795.809777187,115378496841
55,2020-12-31,2020Q4,7.4,11202122.01591512,82895702918
56,2021-03-31,2021Q1,8.4,11201846.785225715,94095512996
57,2021-06-30,2021Q2,7.6,11202252.495279202,85137118964
58,2021-09-30,2021Q3,8.4,11202140.771975348,94097982485
59,2021-12-31,2021Q4,10.3,11202310.654685494,115383799743
60,2022-03-31,2022Q1,9.8,11202196.63887786,109781527061
61,2022-06-30,2022Q2,7.7,11201861.337565832,86254332299
