,quarter,roa
0,2008Q4,0.96
1,2009Q1,2.67
2,2009Q2,3.22
3,2009Q3,3.25
4,2009Q4,2.96
5,2010Q1,4.06
6,2010Q2,2.91
7,2010Q3,3.87
8,2010Q4,3.1
9,2011Q1,1.88
10,2011Q2,1.2
11,2011Q3,1.21
12,2011Q4,0.88
13,2012Q1,0.3
14,2012Q2,0.38
15,2012Q3,0.34
16,2012Q4,0.21
17,2013Q1,0.27
18,2013Q2,0.86
19,2013Q3,0.72
20,2013Q4,0.95
21,2014Q1,1.23
22,2014Q2,0.84
23,2014Q3,2.8
24,2014Q4,0.15
25,2015Q1,0.96
26,2015Q2,1.11
27,2015Q3,0.84
28,2015Q4,-1.18
29,2016Q1,0.14
30,2016Q2,-1.76
31,2016Q3,-0.07
32,2016Q4,-0.24
33,2017Q1,0.01
34,2017Q2,1.53
35,2017Q3,0.2
36,2017Q4,-0.11
37,2018Q1,0.0
38,2018Q2,-0.03
39,2018Q3,0.78
40,2018Q4,-0.52
41,2019Q1,0.07
42,2019Q2,-1.1
43,2019Q3,1.57
44,2019Q4,0.14
45,2020Q1,-0.18
46,2020Q2,0.03
47,2020Q3,-0.45
48,2020Q4,-2.99
49,2021Q1,-0.21
50,2021Q2,0.47
51,2021Q3,0.13
52,2021Q4,0.78
53,2022Q1,1.34
54,2022Q2,1.43
