,date,quarter,price,shares_est,lev,market_cap
0,2006-09-29,2006Q3,53.0,24157803.26729232,0.6569005428645753,1280363573166
1,2006-12-29,2006Q4,49.5,24158538.339807224,0.7001717623919592,1195847647820
2,2007-03-30,2007Q1,57.0,24158938.114118256,0.7167029170153276,1377059472505
3,2007-06-29,2007Q2,38.5,24158714.7030185,0.7220735910336841,930110516066
4,2007-09-28,2007Q3,37.0,26574426.67343657,0.7138989023386997,983253786917
5,2007-12-28,2007Q4,33.0,26573908.30544096,0.6706283809125402,876938974080
6,2008-03-31,2008Q1,16.6,26573648.27748568,0.6225307957269797,441122561406
7,2008-06-30,2008Q2,13.8,26574551.612654917,0.6667178317817386,366728812255
8,2008-09-30,2008Q3,17.1,26573690.53509578,0.6110418473114019,454410108150
9,2008-12-31,2008Q4,10.6,27900327.029717047,0.7019113610716641,295743466515
10,2009-03-31,2009Q1,6.7,27902719.372021303,0.6499543655030231,186948219793
11,2009-06-30,2009Q2,11.0,27899837.973191928,0.6480933391892292,306898217705
12,2009-09-30,2009Q3,10.7,27901045.96751996,0.6315150424114861,298541191852
13,2009-12-31,2009Q4,9.0,27899616.74528302,0.6900838343429332,251096550708
14,2010-03-31,2010Q1,8.0,27900000.0,0.6791708838968008,223200000000
15,2010-06-30,2010Q2,8.3,27902972.687490568,0.7079766197030436,231594673306
16,2010-09-30,2010Q3,6.5,27903063.42585934,0.7046168732649162,181369912268
17,2010-12-31,2010Q4,6.0,27901304.51969957,0.7299310096259582,167407827118
18,2011-03-31,2011Q1,4.8,27903330.510866497,0.732700919779452,133935986452
19,2011-06-30,2011Q2,4.1,27900000.0,0.6747587914683112,114390000000
20,2011-09-30,2011Q3,4.0,27901599.01599016,0.6229278043229679,111606396064
21,2011-12-30,2011Q4,2.7,27900482.441377763,0.6302799982898236,75331302592
22,2012-03-30,2012Q1,4.1,27901960.784313727,0.5710309382738894,114398039216
23,2012-06-29,2012Q2,3.9,27902702.7027027,0.5570641877574182,108820540541
24,2012-09-28,2012Q3,3.5,27901118.42792934,0.5199282032154753,97653914498
25,2012-12-28,2012Q4,3.6,27900714.213861786,0.562134632439533,100442571170
26,2013-03-29,2013Q1,4.0,27901365.25524337,0.5031683079219729,111605461021
27,2013-06-28,2013Q2,3.7,27902672.71810388,0.4219119909105855,103239889057
28,2013-09-30,2013Q3,3.8,27900351.591413766,0.4748213960221021,106021336047
29,2013-12-31,2013Q4,7.3,27902524.79711452,0.5143761987787548,203688431019
30,2014-03-31,2014Q1,8.2,27900694.872020405,0.4627920990153673,228785697951
31,2014-06-30,2014Q2,6.6,27900896.330120075,0.5157710898573226,184145915779
32,2014-09-30,2014Q3,7.8,27902301.38435764,0.4586679158292797,217637950798
33,2014-12-31,2014Q4,10.7,27902072.296665628,0.5077097741805566,298552173574
34,2015-03-31,2015Q1,10.6,27902027.313597426,0.4410037311264899,295761489524
35,2015-06-30,2015Q2,10.7,27902011.056806345,0.5509689890387867,298551518308
36,2015-09-30,2015Q3,9.2,27900969.20431452,0.5296110536037552,256688916680
37,2015-12-31,2015Q4,9.3,27900967.92834441,0.5304788061671402,259479001734
38,2016-03-31,2016Q1,12.0,27901858.58308758,0.4239237397692164,334822302997
39,2016-06-30,2016Q2,19.0,27901167.42803277,0.4498450120246077,530122181133
40,2016-09-30,2016Q3,18.5,30689440.99378882,0.3999646715123465,567754658385
41,2016-12-30,2016Q4,10.6,30681101.14444788,0.3854718918516028,325219672131
42,2017-03-31,2017Q1,11.15,30680634.746170223,0.453851985357743,342089077420
43,2017-06-30,2017Q2,10.2,30679776.77385065,0.5025160106840081,312933723093
44,2017-09-29,2017Q3,11.15,30680667.12049013,0.4420535288790839,342089438393
45,2017-12-29,2017Q4,11.0,30680993.690851737,0.5070493618964333,337490930599
46,2018-03-30,2018Q1,12.35,30679841.64070613,0.4707405026061978,378896044263
47,2018-06-29,2018Q2,11.45,30679769.749299403,0.5903564130381712,351283363629
48,2018-09-28,2018Q3,10.25,30679856.37869129,0.4913767230561315,314468527882
49,2018-12-28,2018Q4,10.7,30680836.42866969,0.4597473377748,328284949787
50,2019-03-29,2019Q1,12.45,30680884.67614534,0.4945283510720132,381977014218
51,2019-06-28,2019Q2,11.3,30679872.43090007,0.5554865282664551,346682558469
52,2019-09-30,2019Q3,14.05,30680608.877214253,0.5049045975459026,431062554725
53,2019-12-31,2019Q4,14.0,30679687.5,0.5100667155037379,429515625000
54,2020-03-31,2020Q1,11.4,30680159.174283404,0.481182167713721,349753814587
55,2020-06-30,2020Q2,14.4,6134801.724505912,0.5859167909550951,88341144833
56,2020-09-30,2020Q3,13.25,30681023.97399431,0.5287227419200341,406523567655
57,2020-12-31,2020Q4,15.7,30681540.930979133,0.4828116150438147,481700192616
58,2021-03-31,2021Q1,16.5,30680312.38191208,0.5529006631543341,506225154302
59,2021-06-30,2021Q2,15.4,30681084.700368263,0.5991879172599941,472488704386
60,2021-09-30,2021Q3,18.6,30679618.04412249,0.6349298762921644,570640895621
61,2021-12-31,2021Q4,18.7,30680415.59742129,0.6114849945338917,573723771672
62,2022-03-31,2022Q1,20.1,30681090.03866691,0.6063054196383765,616689909777
63,2022-06-30,2022Q2,16.2,30680347.17916925,0.6238029893430818,497021624303
