,quarter,roa
0,2008Q1,3.16
1,2008Q2,1.21
2,2008Q3,2.9
3,2008Q4,1.48
4,2009Q1,1.25
5,2009Q2,3.93
6,2009Q3,1.51
7,2009Q4,2.15
8,2010Q1,0.46
9,2010Q2,5.6
10,2010Q3,2.37
11,2010Q4,1.5
12,2011Q1,0.5
13,2011Q2,1.13
14,2011Q3,4.2
15,2011Q4,1.83
16,2012Q1,6.12
17,2012Q2,1.18
18,2012Q3,0.5
19,2012Q4,-0.37
20,2013Q1,0.64
21,2013Q2,0.57
22,2013Q3,1.58
23,2013Q4,2.46
24,2014Q1,0.81
25,2014Q2,0.54
26,2014Q3,1.12
27,2014Q4,2.76
28,2015Q1,1.36
29,2015Q2,1.22
30,2015Q3,1.65
31,2015Q4,1.55
32,2016Q1,1.33
33,2016Q2,4.05
34,2016Q3,2.55
35,2016Q4,1.11
36,2017Q1,0.23
37,2017Q2,-0.51
38,2017Q3,2.32
39,2017Q4,0.93
40,2018Q1,0.15
41,2018Q2,1.14
42,2018Q3,2.04
43,2018Q4,1.42
44,2019Q1,0.24
45,2019Q2,0.08
46,2019Q3,0.21
47,2019Q4,2.74
48,2020Q1,3.57
49,2020Q2,4.01
50,2020Q3,3.81
51,2020Q4,2.59
52,2021Q1,3.54
53,2021Q2,2.04
54,2021Q3,1.29
55,2021Q4,1.03
56,2022Q1,0.08
57,2022Q2,0.13
