,date,quarter,price,shares_est,market_cap
0,2011-03-31,2011Q1,14.5,7999914.412872304,115998758987
1,2011-06-30,2011Q2,9.1,7999911.245229431,72799192332
2,2011-09-30,2011Q3,8.2,8000000.0,65600000000
3,2011-12-30,2011Q4,8.4,7999660.556687033,67197148676
4,2012-03-30,2012Q1,9.4,8000000.0,75200000000
5,2012-06-29,2012Q2,5.4,7999904.852521408,43199486204
6,2012-09-28,2012Q3,4.1,8000000.0,32800000000
7,2012-12-28,2012Q4,4.2,7999728.014505893,33598857661
8,2013-03-29,2013Q1,6.0,7999909.95047276,47999459703
9,2013-06-28,2013Q2,7.0,8000262.858144222,56001840007
10,2013-09-30,2013Q3,16.0,7999825.571254143,127997209140
11,2013-12-31,2013Q4,17.0,7999920.223374551,135998643797
12,2014-03-31,2014Q1,18.0,8000301.886792453,144005433962
13,2014-06-30,2014Q2,17.0,8000083.570115327,136001420692
14,2014-09-30,2014Q3,16.9,8000074.23904974,135201254640
15,2014-12-31,2014Q4,26.6,8000108.313024641,212802881126
16,2015-03-31,2015Q1,41.7,8000106.683736064,333604448712
17,2015-06-30,2015Q2,90.0,7999862.372694743,719987613543
18,2015-09-30,2015Q3,114.0,8000045.957994393,912005239211
19,2015-12-31,2015Q4,150.0,7999922.872237862,1199988430836
20,2016-03-31,2016Q1,87.0,11999846.240582235,1043986622931
21,2016-06-30,2016Q2,98.0,12000097.129813995,1176009518722
22,2016-09-30,2016Q3,65.0,11999778.282800289,779985588382
23,2016-12-30,2016Q4,50.0,12000213.675213676,600010683761
24,2017-03-31,2017Q1,45.95,12000052.968907252,551402433921
25,2017-06-30,2017Q2,47.2,12000169.96204181,566408022208
26,2017-09-29,2017Q3,48.0,12000169.96204181,576008158178
27,2017-12-29,2017Q4,41.5,12000051.6395559,498002143042
28,2018-03-30,2018Q1,31.5,12000167.88852202,378005288488
29,2018-06-29,2018Q2,20.25,12000311.429461228,243006306447
30,2018-09-28,2018Q3,19.95,11999937.453089816,239398752189
31,2018-12-28,2018Q4,15.7,12000243.828101188,188403828101
32,2019-03-29,2019Q1,17.5,12000349.222978871,210006111402
33,2019-06-28,2019Q2,17.85,12000056.74724776,214201012938
34,2019-09-30,2019Q3,17.15,11999814.367922775,205796816410
35,2019-12-31,2019Q4,17.7,12000310.55900621,212405496894
36,2020-03-31,2020Q1,13.4,12000000.0,160800000000
37,2020-06-30,2020Q2,12.85,12000127.121337317,154201633509
38,2020-09-30,2020Q3,14.7,11999700.598802395,176395598802
39,2020-12-31,2020Q4,15.6,11999743.58974359,187196000000
40,2021-03-31,2021Q1,19.0,11999750.405590914,227995257706
41,2021-06-30,2021Q2,17.9,11999636.781887524,214793498396
42,2021-09-30,2021Q3,20.85,11999878.330697166,250197463195
43,2021-12-31,2021Q4,22.1,12000238.208670797,265205264412
44,2022-03-31,2022Q1,22.8,12000175.746924428,273604007030
45,2022-06-30,2022Q2,19.5,11999887.488748876,233997806031
