,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2015Q1,283647.0,109271.0,142861.0,112450.0,112450.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
1,2015Q2,289595.0,128487.0,126565.0,100713.0,100713.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
2,2015Q3,196919.0,165642.0,22382.0,17432.0,17432.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
3,2016Q1,270070.0,125422.0,121949.0,97621.0,97621.0,64688803.0,1470285.0,42319545.0,59468515.0,752251.0,56413488.0,5220288.0,4518397.0,520460.0,478.0,11572.0,0.0,1.91,0.15
4,2016Q2,427840.0,135624.0,149390.0,121972.0,121972.0,66902091.0,1353740.0,43233644.0,61385014.0,1817252.0,57176253.0,5517077.0,5007398.0,274383.0,474.0,11034.0,0.0,2.27,0.19
5,2016Q3,263163.0,156965.0,115886.0,92555.0,92555.0,68465072.0,2049913.0,43669011.0,62855441.0,2390205.0,58376435.0,5609631.0,5007398.0,366937.0,624.0,11219.0,0.0,1.66,0.14
6,2016Q4,372840.0,294344.0,239400.0,188539.0,188539.0,75938148.0,6279533.0,47658336.0,70131039.0,7138426.0,59156703.0,5807109.0,5007398.0,564415.0,1001.0,11614.0,0.0,3.3,0.26
7,2017Q1,311379.0,149634.0,142805.0,114182.0,114182.0,79519844.0,7314810.0,48441014.0,73598553.0,6982273.0,62429028.0,5921291.0,5007398.0,678597.0,1035.0,11843.0,0.0,1.95,0.15
8,2017Q2,477412.0,160017.0,152363.0,122486.0,122486.0,84225125.0,10498364.0,50322557.0,78181346.0,11547922.0,63109560.0,6043779.0,5007398.0,801085.0,1036.0,12088.0,0.0,2.05,0.15
9,2017Q3,422127.0,177960.0,187405.0,150003.0,150003.0,85856027.0,10669715.0,51471763.0,79696545.0,12909424.0,63208914.0,6159482.0,5007398.0,839912.0,1150.0,12319.0,0.0,2.46,0.18
10,2017Q4,448340.0,261293.0,262807.0,215378.0,215378.0,91782338.0,13124945.0,54874758.0,85408148.0,18837374.0,63415099.0,6374190.0,5007398.0,1054620.0,1204.0,12748.0,20.76,3.44,0.24
11,2018Q1,439450.0,189969.0,210409.0,169337.0,169337.0,87154013.0,8140837.0,55763476.0,80610064.0,12569272.0,64673931.0,6543949.0,5469447.0,762330.0,1314.0,13088.0,17.35,2.62,0.19
12,2018Q2,452306.0,247178.0,223986.0,180115.0,180115.0,89772195.0,7997107.0,58881704.0,83055448.0,13908744.0,65866104.0,6716747.0,5469447.0,847285.0,1382.0,12297.0,15.92,2.72,0.2
13,2018Q3,327629.0,201072.0,148780.0,121712.0,121712.0,89675629.0,7352201.0,60245051.0,82799219.0,8914673.0,70460260.0,6876410.0,5507398.0,968997.0,1301.0,12503.0,15.76,1.79,0.14
14,2018Q4,479343.0,241639.0,259408.0,208477.0,208477.0,97030568.0,10826234.0,63385797.0,89945682.0,13405883.0,72534422.0,7084886.0,5507398.0,1177473.0,1273.0,12882.0,16.1,2.99,0.22
15,2019Q1,401745.0,208548.0,244945.0,195905.0,195905.0,97193809.0,9552942.0,64994246.0,89915448.0,10351124.0,74930802.0,7278361.0,5507398.0,1370948.0,1294.0,13233.0,16.15,2.73,0.2
16,2019Q2,541068.0,268741.0,191063.0,154035.0,154035.0,102017295.0,9105465.0,68621518.0,94601828.0,10549637.0,77033667.0,7415467.0,5507398.0,1406485.0,1238.0,13483.0,16.56,2.1,0.15
17,2019Q3,487298.0,302308.0,210222.0,168560.0,168560.0,100178911.0,6824808.0,69190305.0,92594884.0,9648012.0,75679700.0,7584027.0,5507398.0,1575045.0,1322.0,13789.0,13.62,2.25,0.17
18,2019Q4,536900.0,323994.0,289951.0,234222.0,234222.0,107892774.0,12520555.0,72280398.0,100074524.0,14658448.0,76163271.0,7818250.0,6507398.0,824343.0,1319.0,12028.0,13.73,3.04,0.23
19,2020Q1,440798.0,241768.0,178619.0,142837.0,142837.0,109828721.0,10673116.0,72740303.0,101870899.0,9660428.0,82476400.0,7957822.0,6507398.0,963915.0,1177.0,12243.0,14.78,1.81,0.13
20,2020Q2,511102.0,259884.0,174806.0,139863.0,139863.0,110927827.0,11756754.0,73290148.0,102830141.0,8675942.0,84278168.0,8097686.0,6507398.0,1103779.0,1108.0,12458.0,16.52,1.74,0.13
21,2020Q3,478207.0,337126.0,168660.0,135518.0,135518.0,112041844.0,9825684.0,73163310.0,103847837.0,4787465.0,86904471.0,8194007.0,7092398.0,503127.0,1011.0,11565.0,17.22,1.66,0.12
22,2020Q4,587986.0,401612.0,214629.0,175977.0,175977.0,117192248.0,12379375.0,78618640.0,108822263.0,13231963.0,86442223.0,8369985.0,7092398.0,679105.0,892.0,11814.0,24.12,2.12,0.15
23,2021Q1,453181.0,273307.0,229847.0,183814.0,183814.0,108809172.0,8551377.0,75658134.0,100261776.0,2317212.0,89642999.0,8547396.0,7092398.0,856516.0,935.0,12064.0,31.24,2.17,0.16
24,2021Q2,575739.0,329285.0,205623.0,164535.0,164535.0,111282902.0,7382779.0,77268974.0,102609749.0,2711674.0,90921982.0,8673153.0,7092398.0,894501.0,950.0,12242.0,27.67,1.91,0.15
25,2021Q3,533871.0,376100.0,266603.0,213271.0,213271.0,111350577.0,10572184.0,77344344.0,102464153.0,3456730.0,90970498.0,8886424.0,7538753.0,661417.0,1041.0,12543.0,21.13,2.43,0.19
