,quarter,roa
0,2009Q3,3.86
1,2009Q4,0.84
2,2010Q1,1.1
3,2010Q2,1.2
4,2010Q3,1.04
5,2010Q4,0.42
6,2011Q1,0.43
7,2011Q2,0.4
8,2011Q3,1.25
9,2011Q4,0.78
10,2012Q1,0.41
11,2012Q2,0.96
12,2012Q3,1.7
13,2012Q4,0.25
14,2013Q1,1.28
15,2013Q2,1.23
16,2013Q3,2.01
17,2013Q4,0.75
18,2014Q1,1.19
19,2014Q2,3.08
20,2014Q3,3.64
21,2014Q4,0.83
22,2015Q1,0.95
23,2015Q2,3.71
24,2015Q3,5.9
25,2015Q4,2.58
26,2016Q1,1.76
27,2016Q2,3.01
28,2016Q3,4.88
29,2016Q4,2.74
30,2017Q1,1.71
31,2017Q2,3.01
32,2017Q3,4.64
33,2017Q4,3.36
34,2018Q1,4.47
35,2018Q2,4.27
36,2018Q3,6.89
37,2018Q4,4.31
38,2019Q1,2.78
39,2019Q2,7.1
40,2019Q3,9.46
41,2019Q4,6.08
42,2020Q1,3.69
43,2020Q2,4.56
44,2020Q3,9.17
45,2020Q4,4.71
46,2021Q1,2.73
47,2021Q2,7.08
48,2021Q3,10.33
49,2021Q4,5.38
50,2022Q1,5.33
51,2022Q2,5.94
