,date,quarter,price,shares_est,market_cap
0,2017-12-29,2017Q4,25.0,500014904.2987135,12500372607468
1,2018-03-30,2018Q1,22.8,499996103.3007335,11399911155257
2,2018-06-29,2018Q2,22.0,546210213.8733025,12016624705213
3,2018-09-28,2018Q3,20.5,549980804.6068944,11274606494441
4,2018-12-28,2018Q4,20.5,549983387.6727216,11274659447291
5,2019-03-29,2019Q1,20.9,550015944.9860198,11495333250208
6,2019-06-28,2019Q2,20.5,549986427.352963,11274721760736
7,2019-09-30,2019Q3,18.0,550005584.161288,9900100514903
8,2019-12-31,2019Q4,18.1,650004156.9670768,11765075241104
9,2020-03-31,2020Q1,17.4,649989545.0461488,11309818083803
10,2020-06-30,2020Q2,18.3,649998876.224113,11894979434901
11,2020-09-30,2020Q3,17.4,708517682.663208,12328207678340
12,2020-12-31,2020Q4,21.5,708480192.9913661,15232324149314
13,2021-03-31,2021Q1,29.2,708504310.3448275,20688325862069
14,2021-06-30,2021Q2,26.3,708475167.456298,18632896904101
15,2021-09-30,2021Q3,22.0,708476759.9457865,15586488718807
16,2021-12-31,2021Q4,22.6,753132218.3391579,17020788134465
17,2022-03-31,2022Q1,22.0,753136167.4403453,16568995683688
18,2022-06-30,2022Q2,17.6,753141807.3164823,13255295808770
