quarter,quarter,change_perc_mean,change_perc_stdv
2017Q4,2017Q4,11.85,4.45477272147525
2018Q1,2018Q1,0.13915254237288133,2.52972418295886
2018Q2,2018Q2,-0.058688524590163944,0.7441650251788603
2018Q3,2018Q3,-0.15328125,0.6803991701596706
2018Q4,2018Q4,0.000307692307692308,0.4057245418336852
2019Q1,2019Q1,0.05103448275862068,0.392230194026248
2019Q2,2019Q2,-0.031475409836065574,0.37629259920782293
2019Q3,2019Q3,0.048615384615384616,0.3005405386709344
2019Q4,2019Q4,0.009393939393939392,0.36979361723442356
2020Q1,2020Q1,-0.06637931034482758,0.4986814131739121
2020Q2,2020Q2,0.08177419354838708,0.3313980529318842
2020Q3,2020Q3,0.04523076923076923,0.40537832519568867
2020Q4,2020Q4,1.1354545454545455,3.6886212482832543
2021Q1,2021Q1,2.0513207547169814,5.695538415061878
2021Q2,2021Q2,-0.13451612903225804,2.6526674959364747
2021Q3,2021Q3,-0.16360655737704913,2.0582023165753855
2021Q4,2021Q4,0.054999999999999986,1.692782188724095
2022Q1,2022Q1,-0.039827586206896554,1.137048335437147
2022Q2,2022Q2,-0.33622950819672126,2.070974137883286
2022Q3,2022Q3,-0.06359374999999999,1.2230930958966935
