,quarter,roa
0,2010Q3,0.0
1,2011Q3,19.46
2,2011Q4,3.65
3,2012Q1,3.98
4,2012Q2,6.82
5,2012Q3,4.27
6,2012Q4,4.3
7,2013Q1,4.7
8,2013Q2,6.26
9,2013Q3,4.52
10,2013Q4,4.57
11,2014Q1,3.96
12,2014Q2,4.02
13,2014Q3,5.57
14,2014Q4,3.3
15,2015Q1,3.79
16,2015Q2,5.92
17,2015Q3,4.74
18,2015Q4,4.68
19,2016Q1,3.44
20,2016Q2,6.33
21,2016Q3,4.23
22,2016Q4,4.26
23,2017Q1,3.32
24,2017Q2,3.58
25,2017Q3,4.05
26,2017Q4,4.26
27,2018Q1,2.07
28,2018Q2,3.5
29,2018Q3,4.65
30,2018Q4,3.46
31,2019Q1,1.53
32,2019Q2,3.39
33,2019Q3,2.53
34,2019Q4,2.34
35,2020Q1,1.55
36,2020Q2,0.08
37,2020Q3,0.46
38,2020Q4,2.89
39,2021Q1,1.47
40,2021Q2,2.0
41,2021Q3,0.99
42,2021Q4,3.26
43,2022Q1,2.99
44,2022Q2,2.75
