,timestamp,delta_volume,date,note
0,1181754000,1069999,2007-06-14,"Niêm yết cổ phiếu bổ sung - 1,069,999 CP"
1,1182272400,1069999,2007-06-20,"Giao dịch bổ sung - 1,069,999 CP"
2,1182358800,1465000,2007-06-21,"Niêm yết cổ phiếu bổ sung - 1,465,000 CP"
3,1183050000,1465000,2007-06-29,"Giao dịch bổ sung - 1,465,000 CP"
4,1185469200,535000,2007-07-27,"Niêm yết cổ phiếu bổ sung - 535,000 CP"
5,1186074000,535000,2007-08-03,"Giao dịch bổ sung - 535,000 CP"
6,1254848400,4039337,2009-10-07,"Niêm yết cổ phiếu bổ sung - 4,039,337 CP"
7,1255539600,4039337,2009-10-15,"Giao dịch bổ sung - 4,039,337 CP"
8,1393347600,8904461,2014-02-26,"Niêm yết cổ phiếu bổ sung - 8,904,461 CP"
9,1393866000,8904461,2014-03-04,"Giao dịch bổ sung - 8,904,461 CP"
10,1468515600,8013668,2016-07-15,"Niêm yết cổ phiếu bổ sung - 8,013,668 CP"
11,1469120400,8013668,2016-07-22,"Giao dịch bổ sung - 8,013,668 CP"
