,quarter,roa
0,2010Q1,2.35
1,2010Q2,1.92
2,2011Q1,2.32
3,2011Q2,2.74
4,2011Q3,2.7
5,2011Q4,2.06
6,2012Q1,2.18
7,2012Q2,2.38
8,2012Q3,2.28
9,2012Q4,3.52
10,2013Q1,3.6
11,2013Q2,2.74
12,2013Q3,3.27
13,2013Q4,3.07
14,2014Q1,3.06
15,2014Q2,3.65
16,2014Q3,2.71
17,2014Q4,2.51
18,2015Q1,2.81
19,2015Q2,3.47
20,2015Q3,3.79
21,2015Q4,4.9
22,2016Q1,4.16
23,2016Q2,3.55
24,2016Q3,3.97
25,2016Q4,5.15
26,2017Q1,3.1
27,2017Q2,4.33
28,2017Q3,3.55
29,2017Q4,5.09
30,2018Q1,2.81
31,2018Q2,3.3
32,2018Q3,2.91
33,2018Q4,3.93
34,2019Q1,2.36
35,2019Q2,2.85
36,2019Q3,2.94
37,2019Q4,3.22
38,2020Q1,1.39
39,2020Q2,1.89
40,2020Q3,2.26
41,2020Q4,2.53
42,2021Q1,1.99
43,2021Q2,2.28
44,2021Q3,3.0
45,2021Q4,2.27
46,2022Q1,2.58
47,2022Q2,2.84
