,date,quarter,price,shares_est,market_cap
0,2011-09-30,2011Q3,14.5,8599989.466477063,124699847264
1,2011-12-30,2011Q4,12.0,12000531.914893618,144006382979
2,2012-03-30,2012Q1,14.4,12000448.26298095,172806454987
3,2012-06-29,2012Q2,12.6,12000959.495579466,151212089644
4,2012-09-28,2012Q3,11.2,12000886.18812508,134409925307
5,2012-12-28,2012Q4,12.7,12000296.436829312,152403764748
6,2013-03-29,2013Q1,24.0,12000579.008316664,288013896200
7,2013-06-28,2013Q2,27.1,12000419.573084386,325211370431
8,2013-09-30,2013Q3,34.2,12000524.784122895,410417947617
9,2013-12-31,2013Q4,38.3,12000563.185027942,459621569987
10,2014-03-31,2014Q1,45.1,12000605.834653744,541227323143
11,2014-06-30,2014Q2,40.5,12000457.095366716,486018512362
12,2014-09-30,2014Q3,62.5,12000800.487916443,750050030495
13,2014-12-31,2014Q4,53.5,12000633.312222926,642033882204
14,2015-03-31,2015Q1,59.5,12000799.520287829,714047571457
15,2015-06-30,2015Q2,49.9,14400382.588608963,718579091172
16,2015-09-30,2015Q3,55.0,14400421.396899274,792023176829
17,2015-12-31,2015Q4,78.5,14400651.556496074,1130451147185
18,2016-03-31,2016Q1,96.0,15120552.266061643,1451573017542
19,2016-06-30,2016Q2,131.0,18000571.68991539,2358074891379
20,2016-09-30,2016Q3,122.3,21600787.69459778,2641776335049
21,2016-12-30,2016Q4,123.5,21600283.409635928,2667635001090
22,2017-03-31,2017Q1,137.0,21600325.42372881,2959244583051
23,2017-06-30,2017Q2,111.5,21600579.36858644,2408464599597
24,2017-09-29,2017Q3,140.7,25920128.746078115,3646962114573
25,2017-12-29,2017Q4,131.5,25920243.07772339,3408511964721
26,2018-03-30,2018Q1,109.9,27216021.623133022,2991040776382
27,2018-06-29,2018Q2,56.0,32399756.57583339,1814386368247
28,2018-09-28,2018Q3,63.4,48599268.79669369,3081193641710
29,2018-12-28,2018Q4,61.0,48600111.21842714,2964606784324
30,2019-03-29,2019Q1,63.0,48598861.54361293,3061728277248
31,2019-06-28,2019Q2,67.8,47299685.75833037,3206918694415
32,2019-09-30,2019Q3,69.7,47299554.71969467,3296778963963
33,2019-12-31,2019Q4,70.0,47299095.822340615,3310936707564
34,2020-03-31,2020Q1,34.4,47299032.01787044,1627086701415
35,2020-06-30,2020Q2,49.0,48599528.14660376,2381376879184
36,2020-09-30,2020Q3,55.1,46059405.453292646,2537873240476
37,2020-12-31,2020Q4,61.6,46059434.57338516,2837261169721
38,2021-03-31,2021Q1,86.5,46059424.060680896,3984140181249
39,2021-06-30,2021Q2,86.4,48599311.58750693,4198980521161
40,2021-09-30,2021Q3,111.5,48596850.89974293,5418548875321
41,2021-12-31,2021Q4,99.0,48596745.35776685,4811077790419
42,2022-03-31,2022Q1,120.0,48596710.18577098,5831605222293
43,2022-06-30,2022Q2,60.4,68038384.3064566,4109518412110
