,timestamp,delta_volume,date,note
0,1359392400,3500000.0,2013-01-29,"Giao dịch lần đầu - 3,500,000 CP"
1,1400518800,1750000.0,2014-05-20,"Niêm yết cổ phiếu bổ sung - 1,750,000 CP"
2,1401987600,1750000.0,2014-06-06,"Giao dịch bổ sung - 1,750,000 CP"
3,1487523600,1750000.0,2017-02-20,"Niêm yết cổ phiếu bổ sung - 1,750,000 CP"
4,1489510800,1750000.0,2017-03-15,"Giao dịch bổ sung - 1,750,000 CP"
5,1521997200,209999.0,2018-03-26,"Niêm yết cổ phiếu bổ sung - 209,999 CP"
6,1523811600,209999.0,2018-04-16,"Giao dịch bổ sung - 209,999 CP"
7,1537462800,360445.0,2018-09-21,"Niêm yết cổ phiếu bổ sung - 360,445 CP"
8,1538931600,360445.0,2018-10-08,"Giao dịch bổ sung - 360,445 CP"
9,1587056400,,2020-04-17,Đưa cổ phiếu vào diện cảnh báo
10,1619370000,,2021-04-26,Đưa cổ phiếu vào diện kiểm soát
