,timestamp,delta_volume,date,note
0,1255366800,9999921,2009-10-13,"Niêm yết cổ phiếu bổ sung - 9,999,921 CP"
1,1255366800,9999921,2009-10-13,"Giao dịch bổ sung - 9,999,921 CP"
2,1281373200,19999221,2010-08-10,"Niêm yết cổ phiếu bổ sung -19,999,221 CP"
3,1349197200,11998693,2012-10-03,"Giao dịch bổ sung - 11,998,693 CP"
4,1349197200,11998693,2012-10-03,"Niêm yết cổ phiếu bổ sung - 11,998,693 CP"
5,1387731600,3599200,2013-12-23,"Niêm yết cổ phiếu bổ sung - 3,599,200 CP"
6,1387731600,3599200,2013-12-23,"Giao dịch bổ sung - 3,599,200 CP"
7,1437066000,22677542,2015-07-17,"Niêm yết cổ phiếu bổ sung - 22,677,542 CP"
8,1438102800,22677542,2015-07-29,"Giao dịch bổ sung - 22,677,542 CP"
9,1502125200,9827457,2017-08-08,"Niêm yết cổ phiếu bổ sung - 9,827,457 CP"
10,1531155600,54037290,2018-07-10,"Niêm yết cổ phiếu bổ sung - 54,037,290 CP"
11,1531674000,9827457,2018-07-16,"Giao dịch bổ sung - 9,827,457 CP"
12,1531846800,54037290,2018-07-18,"Giao dịch bổ sung - 54,037,290 CP"
13,1545325200,4863658,2018-12-21,"Niêm yết cổ phiếu bổ sung - 4,863,658 CP"
14,1561914000,55664978,2019-07-01,"Niêm yết cổ phiếu bổ sung - 55,664,978 CP"
15,1562691600,55664978,2019-07-10,"Giao dịch bổ sung - 55,664,978 CP"
16,1575478800,1459097,2019-12-05,"Giao dịch bổ sung - 1,459,097 CP"
17,1578934800,2625625,2020-01-14,"Niêm yết cổ phiếu bổ sung - 2,625,625 CP"
18,1607274000,1459097,2020-12-07,"Giao dịch bổ sung - 1,459,097 CP"
19,1608051600,1067687,2020-12-16,"Giao dịch bổ sung - 1,067,687 CP"
20,1611075600,2318777,2021-01-20,"Niêm yết cổ phiếu bổ sung - 2,318,777 CP"
21,1638723600,1945464,2021-12-06,"Giao dịch bổ sung - 1,945,464 CP"
22,1639587600,667687,2021-12-16,"Giao dịch bổ sung - 667,687 CP"
23,1639933200,695626,2021-12-20,"Giao dịch bổ sung - 695,626 CP"
24,1650387600,15000000,2022-04-20,"Niêm yết cổ phiếu bổ sung - 15,000,000 CP"
25,1663693200,3635498,2022-09-21,"Niêm yết cổ phiếu bổ sung - 3,635,498 CP"
26,1671123600,890251,2022-12-16,"Giao dịch bổ sung - 890,251 CP"
27,1671382800,695626,2022-12-19,"Giao dịch bổ sung - 695,626 CP"
28,1680109200,15000000,2023-03-30,"Giao dịch bổ sung - 15,000,000 CP"
29,1693155600,1090644,2023-08-28,"Giao dịch bổ sung - 1,090,644 CP"
30,1702832400,927525,2023-12-18,"Giao dịch bổ sung - 927,525 CP"
31,1724691600,1090644,2024-08-27,"Giao dịch bổ sung - 1,090,644 CP"
32,1756227600,1454210,2025-08-27,"Giao dịch bổ sung - 1,454,210 CP"
