,timestamp,delta_volume,date,note
0,1504112400,6500000.0,2017-08-31,"Niêm yết cổ phiếu lần đầu - 6,500,000 CP"
1,1504803600,6500000.0,2017-09-08,"Giao dịch lần đầu - 6,500,000 CP"
2,1553014800,10300000.0,2019-03-20,"Niêm yết cổ phiếu bổ sung - 10,300,000 CP"
3,1554051600,10300000.0,2019-04-01,"Giao dịch bổ sung - 10,300,000 CP"
4,1568826000,17640000.0,2019-09-19,"Niêm yết cổ phiếu bổ sung - 17,640,000 CP"
5,1569862800,17640000.0,2019-10-01,"Giao dịch bổ sung - 17,640,000 CP"
6,1574355600,34440000.0,2019-11-22,"Niêm yết cổ phiếu lần đầu - 34,440,000 CP"
7,1575392400,,2019-12-04,Giao dịch trở lại sàn HOSE
8,1575392400,,2019-12-04,Hủy niêm yết cổ phiếu
9,1576083600,34440000.0,2019-12-12,"Giao dịch lần đầu - 34,440,000 CP"
10,1609088400,2000000.0,2020-12-28,"Niêm yết cổ phiếu bổ sung - 2,000,000 CP"
11,1609866000,1978128.0,2021-01-06,"Giao dịch bổ sung - 1,978,128 CP"
12,1638723600,21872.0,2021-12-06,"Giao dịch bổ sung - 21,872 CP"
13,1656435600,36440000.0,2022-06-29,"Niêm yết cổ phiếu bổ sung - 36,440,000 CP"
14,1657040400,30353584.0,2022-07-06,"Giao dịch bổ sung - 30,353,584 CP"
15,1685898000,6086416.0,2023-06-05,"Giao dịch bổ sung - 6,086,416 CP"
