,quarter,roa
0,2006Q4,4.44
1,2007Q1,1.64
2,2007Q2,2.88
3,2007Q3,1.66
4,2007Q4,3.92
5,2008Q1,1.05
6,2008Q2,1.07
7,2008Q3,2.84
8,2008Q4,1.59
9,2009Q1,2.09
10,2009Q2,3.01
11,2009Q3,2.23
12,2009Q4,3.17
13,2010Q1,1.05
14,2010Q2,2.32
15,2010Q3,2.02
16,2010Q4,1.69
17,2011Q1,0.41
18,2011Q2,1.7
19,2011Q3,1.06
20,2011Q4,2.4
21,2012Q1,0.71
22,2012Q2,0.97
23,2012Q3,1.18
24,2012Q4,1.94
25,2013Q1,1.0
26,2013Q2,0.9
27,2013Q3,0.77
28,2013Q4,1.03
29,2014Q1,0.96
30,2014Q2,0.9
31,2014Q3,0.58
32,2014Q4,0.51
33,2015Q1,0.48
34,2015Q2,1.02
35,2015Q3,0.61
36,2015Q4,0.47
37,2016Q1,0.1
38,2016Q2,0.65
39,2016Q3,0.56
40,2016Q4,1.51
41,2017Q1,0.16
42,2017Q2,0.42
43,2017Q3,0.1
44,2017Q4,0.45
45,2018Q1,0.18
46,2018Q2,0.09
47,2018Q3,0.54
48,2018Q4,-0.37
49,2019Q1,-0.05
50,2019Q2,0.08
51,2019Q3,-0.22
52,2019Q4,0.42
53,2020Q1,-0.34
54,2020Q2,0.43
55,2020Q3,0.12
56,2020Q4,0.05
57,2021Q1,0.02
58,2021Q2,-0.07
59,2021Q3,-0.31
60,2021Q4,-0.05
61,2022Q1,-0.03
62,2022Q2,-0.02
