,timestamp,delta_volume,date,note
0,1328634000,12870000,2012-02-08,"Giao dịch lần đầu - 12,870,000 CP"
1,1413219600,1160000,2014-10-14,"Niêm yết cổ phiếu bổ sung - 1,160,000 CP"
2,1435510800,1378000,2015-06-29,"Niêm yết cổ phiếu bổ sung - 1,378,000 CP"
3,1436115600,1378000,2015-07-06,"Giao dịch bổ sung - 1,378,000 CP"
4,1439226000,3303000,2015-08-11,"Niêm yết cổ phiếu bổ sung - 3,303,000 CP"
5,1440522000,1160000,2015-08-26,"Giao dịch bổ sung - 1,160,000 CP"
