,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2010Q3,315960.0,41945.0,27735.0,22223.0,22223.0,5742341.0,,6626669.0,5573201.0,4473168.0,1053468.0,0.0,278.0,13168.0,0.0,7.03,8.01,1.27
1,2012Q2,76699.0,2123.0,6019.0,5844.0,5844.0,2059396.0,,2778050.0,1974728.0,1374728.0,803321.0,0.0,49.0,6694.0,0.0,7.62,10.51,3.04
2,2012Q3,60492.0,7136.0,1251.0,1125.0,1125.0,2034366.0,,2734230.0,1930321.0,1330321.0,803909.0,0.0,58.0,6699.0,0.0,1.86,10.5,3.09
3,2012Q4,166433.0,71691.0,4360.0,4263.0,4263.0,2115357.0,,2809660.0,2001612.0,1386387.0,808048.0,,94.0,6734.0,0.0,2.56,10.44,3.0
4,2013Q1,70772.0,24642.0,7350.0,7405.0,7405.0,2164036.0,,2853109.0,2037656.0,1422401.0,815453.0,,155.0,6795.0,0.0,10.46,2.31,0.67
5,2013Q2,70612.0,32697.0,3644.0,3334.0,3334.0,2127226.0,,2807874.0,1989631.0,1374376.0,818243.0,,134.0,6819.0,0.0,4.72,1.99,0.58
6,2013Q4,24974.0,2963.0,2287.0,2287.0,2287.0,2146895.0,,2650087.0,1426557.0,1411302.0,1223530.0,,107.0,10019.0,0.0,9.16,6.9,3.18
7,2014Q1,73491.0,79752.0,20713.0,20743.0,20743.0,2623429.0,,3126931.0,1882659.0,1867140.0,1244272.0,,216.0,10189.0,0.0,28.22,6.78,2.7
8,2014Q2,73504.0,14382.0,1557.0,1557.0,1557.0,2210635.0,,2695103.0,1440032.0,1424514.0,1255071.0,,201.0,10277.0,0.0,2.12,6.72,3.13
9,2014Q3,126145.0,65511.0,44319.0,44270.0,44270.0,2416542.0,,2863277.0,1564646.0,1549005.0,1298631.0,,564.0,10634.0,0.0,35.09,5.48,2.43
10,2014Q4,115269.0,19849.0,8825.0,6161.0,6161.0,2702681.0,,3063820.0,1759029.0,1758545.0,1304791.0,,596.0,10684.0,0.0,5.34,5.7,2.48
