,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2012Q2,401441.0,196790.0,368748.0,271506.0,271506.0,87519140.0,22141918.0,33058321.0,81181923.0,24410284.0,39431470.0,6341017.0,5051369.0,1168318.0,538.0,12556.0,0.0,8.56,0.62
1,2012Q3,727043.0,504861.0,281534.0,201687.0,201687.0,89383190.0,21112806.0,33114976.0,82877888.0,22218560.0,47505834.0,6505301.0,5051369.0,1257536.0,937.0,12882.0,0.0,3.14,0.23
2,2012Q4,880966.0,557347.0,61874.0,57672.0,57672.0,102628745.0,26761122.0,36523123.0,96000774.0,25655717.0,59509944.0,6627971.0,5771369.0,623702.0,920.0,11487.0,0.0,0.88,0.06
3,2013Q1,705092.0,561249.0,143112.0,130643.0,130643.0,112611227.0,24438365.0,41120083.0,105861866.0,26495673.0,68715611.0,6749361.0,5771369.0,770614.0,1146.0,11697.0,0.0,1.95,0.12
4,2013Q3,949735.0,665373.0,280488.0,183912.0,183912.0,119577305.0,14649870.0,46786355.0,112470661.0,11341632.0,87300703.0,7106644.0,5771369.0,1045762.0,645.0,12317.0,0.0,5.18,0.31
5,2014Q1,1167447.0,720838.0,201180.0,157150.0,157150.0,130004786.0,12432158.0,53473122.0,122118397.0,17883991.0,89026315.0,7886389.0,6348779.0,1234283.0,537.0,12425.0,0.0,2.01,0.13
6,2014Q2,1236243.0,775808.0,533128.0,416387.0,416387.0,135137164.0,7148920.0,61312473.0,126869923.0,19316113.0,91566064.0,8267241.0,6348779.0,1506534.0,1193.0,13025.0,0.0,5.16,0.31
7,2014Q3,1098672.0,959227.0,612042.0,476934.0,476934.0,147625564.0,8857824.0,69943798.0,138871254.0,23803059.0,100296066.0,8754310.0,6348779.0,1921216.0,1655.0,13792.0,0.0,5.6,0.34
8,2014Q4,1766594.0,1227690.0,262253.0,183252.0,183252.0,163241378.0,13924797.0,77255692.0,154261083.0,26228249.0,108353665.0,8980295.0,6348779.0,2090130.0,1944.0,14148.0,0.0,2.07,0.12
9,2015Q1,2069053.0,1043695.0,403362.0,313615.0,313615.0,164641320.0,14742631.0,84031092.0,155233426.0,22496501.0,111690119.0,9407894.0,6348779.0,2403718.0,2190.0,14822.0,0.0,3.41,0.19
10,2015Q2,2392668.0,1093497.0,768919.0,625403.0,625403.0,179295120.0,14610824.0,95076433.0,167302475.0,22231367.0,120430425.0,11992645.0,9345329.0,2005990.0,1985.0,14886.0,0.0,5.84,0.36
11,2015Q3,2889399.0,1529751.0,1216907.0,1034217.0,1034217.0,195003610.0,16246364.0,105661082.0,182256428.0,28568754.0,127516021.0,12747182.0,9362872.0,2896868.0,2677.0,15822.0,0.0,8.36,0.55
12,2015Q4,3056224.0,2026242.0,767676.0,496659.0,496659.0,193876428.0,14599675.0,115062473.0,180487506.0,17764430.0,130270670.0,13388922.0,9345329.0,2718818.0,3066.0,16619.0,0.0,3.8,0.26
