,date,quarter,price,shares_est,market_cap
0,2019-12-31,2019Q4,39.5,10257986.279537108,405190458042
1,2020-03-31,2020Q1,23.5,15386784.075773273,361589425781
2,2020-06-30,2020Q2,23.8,15387385.490154786,366219774666
3,2020-09-30,2020Q3,27.5,15386710.239651415,423134531590
4,2020-12-31,2020Q4,37.5,15387332.117393468,577024954402
5,2021-03-31,2021Q1,38.6,15386859.311416944,593932769421
6,2021-06-30,2021Q2,35.5,15387259.086212318,546247697561
7,2021-09-30,2021Q3,38.0,15387248.207579378,584715431888
8,2021-12-31,2021Q4,37.2,15411224.864379818,573297564955
9,2022-03-31,2022Q1,33.0,18464014.155229304,609312467123
10,2022-06-30,2022Q2,23.1,18464062.93641188,426519853831
