,quarter,roa
0,2007Q3,4.81
1,2007Q4,1.03
2,2008Q1,1.07
3,2008Q2,1.29
4,2008Q3,2.43
5,2008Q4,0.75
6,2009Q1,0.99
7,2009Q2,1.42
8,2009Q3,2.86
9,2009Q4,5.97
10,2010Q1,1.04
11,2010Q2,1.45
12,2010Q3,2.09
13,2010Q4,1.03
14,2011Q1,1.4
15,2011Q2,1.39
16,2011Q3,0.86
17,2011Q4,0.12
18,2012Q1,0.27
19,2012Q2,1.46
20,2012Q3,0.52
21,2012Q4,0.44
22,2013Q1,0.12
23,2013Q2,1.3
24,2013Q3,0.48
25,2013Q4,0.4
26,2014Q1,0.4
27,2014Q2,1.37
28,2014Q3,1.64
29,2014Q4,1.11
30,2015Q1,0.87
31,2015Q2,1.51
32,2015Q3,1.56
33,2015Q4,1.04
34,2016Q1,0.84
35,2016Q2,1.45
36,2016Q3,1.58
37,2016Q4,0.62
38,2017Q1,0.76
39,2017Q2,1.32
40,2017Q3,2.0
41,2017Q4,1.2
42,2018Q1,0.93
43,2018Q2,1.71
44,2018Q3,2.27
45,2018Q4,1.9
46,2019Q1,1.36
47,2019Q2,1.81
48,2019Q3,2.59
49,2019Q4,1.87
50,2020Q1,1.04
51,2020Q2,0.88
52,2020Q3,1.68
53,2020Q4,0.63
54,2021Q1,0.59
55,2021Q2,1.45
56,2021Q3,1.96
57,2021Q4,1.48
58,2022Q1,0.85
59,2022Q2,1.75
