,quarter,roa
0,2009Q1,0.75
1,2009Q3,15.37
2,2009Q4,4.16
3,2010Q1,1.32
4,2010Q2,0.32
5,2010Q3,1.0
6,2010Q4,0.23
7,2011Q1,0.19
8,2011Q2,-1.24
9,2011Q3,0.9
10,2011Q4,0.76
11,2012Q1,0.18
12,2012Q2,1.62
13,2012Q3,2.49
14,2012Q4,0.86
15,2013Q1,3.37
16,2013Q2,3.23
17,2013Q3,2.67
18,2013Q4,2.61
19,2014Q1,3.43
20,2014Q2,3.55
21,2014Q3,4.22
22,2014Q4,1.74
23,2015Q1,2.02
24,2015Q2,5.12
25,2015Q3,4.53
26,2015Q4,2.25
27,2016Q1,3.19
28,2016Q2,3.74
29,2016Q3,2.45
30,2016Q4,2.17
31,2017Q1,1.7
32,2017Q2,1.46
33,2017Q3,0.54
34,2017Q4,0.6
35,2018Q1,0.57
36,2018Q2,0.79
37,2018Q3,0.64
38,2018Q4,-0.66
39,2019Q1,0.3
40,2019Q2,1.42
41,2019Q3,0.8
42,2019Q4,2.54
43,2020Q1,0.9
44,2020Q2,2.13
45,2020Q3,2.19
46,2020Q4,2.49
47,2021Q1,0.71
48,2021Q2,0.99
49,2021Q3,0.75
50,2021Q4,0.37
51,2022Q1,1.21
52,2022Q2,1.5
