,date,quarter,price,shares_est,market_cap
0,2009-12-31,2009Q4,63.5,10810251.79856115,686450989209
1,2010-03-31,2010Q1,58.0,10810244.90558983,626994204524
2,2010-06-30,2010Q2,39.2,10808592.482736249,423696825323
3,2010-09-30,2010Q3,28.2,16212752.995329317,457199634468
4,2010-12-31,2010Q4,26.2,16212363.046124712,424763911808
5,2011-03-31,2011Q1,24.4,16212205.55291562,395577815491
6,2011-06-30,2011Q2,15.8,16211693.706403324,256144760561
7,2011-09-30,2011Q3,12.5,16212428.857098907,202655360714
8,2011-12-30,2011Q4,6.1,16224361.403774727,98968604563
9,2012-03-30,2012Q1,9.2,16223404.255319148,149255319149
10,2012-06-29,2012Q2,17.3,16214183.175423486,280505368935
11,2012-09-28,2012Q3,13.5,16200968.197404694,218713070665
12,2012-12-28,2012Q4,14.3,16198556.8869991,231639363484
13,2013-03-29,2013Q1,15.6,16199121.170167942,252706290255
14,2013-06-28,2013Q2,18.3,18222313.20368475,333468331627
15,2013-09-30,2013Q3,18.7,18224957.994054545,340806714489
16,2013-12-31,2013Q4,19.5,18222338.913943287,355335608822
17,2014-03-31,2014Q1,25.1,18222112.07650592,457375013120
18,2014-06-30,2014Q2,21.6,18226037.735849056,393682415094
19,2014-09-30,2014Q3,29.9,18225463.881433077,544941370055
20,2014-12-31,2014Q4,34.0,18224722.2851961,619640557697
21,2015-03-31,2015Q1,31.5,18225503.650436405,574103364989
22,2015-06-30,2015Q2,24.9,20046912.51616081,499168121652
23,2015-09-30,2015Q3,25.8,20047681.66485621,517230186953
24,2015-12-31,2015Q4,34.0,20047002.109069,681598071708
25,2016-03-31,2016Q1,32.5,20047255.835292768,651535814647
26,2016-06-30,2016Q2,33.2,20047591.743119262,665580045872
27,2016-09-30,2016Q3,36.7,20047388.675096206,735739164376
28,2016-12-30,2016Q4,17.4,28063610.547667343,488306823529
29,2017-03-31,2017Q1,17.05,28063876.65198238,478489096916
30,2017-06-30,2017Q2,16.4,28090191.38755981,460679138756
31,2017-09-29,2017Q3,14.0,28089971.662468515,393259603275
32,2017-12-29,2017Q4,12.85,28083619.702176403,360874513173
33,2018-03-30,2018Q1,14.75,28070575.899338603,414040994515
34,2018-06-29,2018Q2,11.0,28053747.891058087,308591226802
35,2018-09-28,2018Q3,13.3,28054927.68513396,373130538212
36,2018-12-28,2018Q4,13.5,28050971.67325428,378688117589
37,2019-03-29,2019Q1,17.7,28063240.460821964,496719356157
38,2019-06-28,2019Q2,22.9,28063208.81909747,642647481957
39,2019-09-30,2019Q3,21.95,28062616.822429907,615974439252
40,2019-12-31,2019Q4,18.2,28064321.460111864,510770650574
41,2020-03-31,2020Q1,15.1,28063244.53108079,423754992419
42,2020-06-30,2020Q2,14.7,28066341.60756501,412575221631
43,2020-09-30,2020Q3,16.85,28062513.16990939,472853346913
44,2020-12-31,2020Q4,20.9,28063690.515153497,586531131767
45,2021-03-31,2021Q1,21.5,28064280.683782574,603382034701
46,2021-06-30,2021Q2,18.9,28063901.420779742,530407736853
47,2021-09-30,2021Q3,20.4,28064304.46194225,572511811024
48,2021-12-31,2021Q4,21.5,28063120.337333765,603357087253
49,2022-03-31,2022Q1,19.6,28063597.591570497,550046512795
50,2022-06-30,2022Q2,16.5,28062559.18186983,463032226501
