,date,quarter,price,shares_est,market_cap
0,2011-09-30,2011Q3,7.6,66000811.1762055,501606164939
1,2011-12-30,2011Q4,6.0,66001496.47887324,396008978873
2,2012-03-30,2012Q1,8.1,64998806.37735527,526490331657
3,2012-06-29,2012Q2,7.7,64997093.02325582,500477616279
4,2012-09-28,2012Q3,6.3,64997112.35561778,409481807840
5,2012-12-28,2012Q4,7.5,64997944.14939181,487484581120
6,2013-03-29,2013Q1,9.0,64998902.76839973,584990124916
7,2013-06-28,2013Q2,9.9,65998109.47065178,653381283759
8,2013-09-30,2013Q3,9.0,66001969.00950261,594017721086
9,2013-12-31,2013Q4,12.8,65999417.34642917,844792542034
10,2014-03-31,2014Q1,14.9,65999289.940828405,983389420118
11,2014-06-30,2014Q2,10.9,69302424.87714493,755396431161
12,2014-09-30,2014Q3,13.9,76226786.4783911,1059552332050
13,2014-12-31,2014Q4,13.4,76231539.95116612,1021502635346
14,2015-03-31,2015Q1,15.4,76228555.79013215,1173919759168
15,2015-06-30,2015Q2,16.8,76229482.40165631,1280655304348
16,2015-09-30,2015Q3,22.7,76229618.67192636,1730412343853
17,2015-12-31,2015Q4,18.5,76229863.94812788,1410252483040
18,2016-03-31,2016Q1,20.6,117276509.156681,2415896088628
19,2016-06-30,2016Q2,24.0,117274663.4168988,2814591922006
20,2016-09-30,2016Q3,36.2,117277473.78020976,4245444550844
21,2016-12-30,2016Q4,38.0,117274365.18214063,4456425876921
22,2017-03-31,2017Q1,39.6,117279731.07020833,4644277350380
23,2017-06-30,2017Q2,39.2,117279876.37362637,4597371153846
24,2017-09-29,2017Q3,34.9,117275436.33200516,4092912727987
25,2017-12-29,2017Q4,36.9,117276686.25804646,4327509722922
26,2018-03-30,2018Q1,36.5,117279705.80223373,4280709261782
27,2018-06-29,2018Q2,27.15,117276260.4452919,3184050471090
28,2018-09-28,2018Q3,26.4,117279291.17825106,3096173287106
29,2018-12-28,2018Q4,26.0,117277826.75776944,3049223495702
30,2019-03-29,2019Q1,24.5,117279470.83712707,2873347035510
31,2019-06-28,2019Q2,19.2,117274662.14367785,2251673513159
32,2019-09-30,2019Q3,24.0,117277491.36327398,2814659792719
33,2019-12-31,2019Q4,25.5,117278536.14489828,2990602671695
34,2020-03-31,2020Q1,25.0,117279678.2732641,2931991956832
35,2020-06-30,2020Q2,19.9,117277184.39014225,2333815969364
36,2020-09-30,2020Q3,19.0,117278695.0665935,2228295206265
37,2020-12-31,2020Q4,23.2,117274175.47620209,2720760871048
38,2021-03-31,2021Q1,21.5,117279094.92896792,2521500540973
39,2021-06-30,2021Q2,23.1,117276235.41097592,2709081037994
40,2021-09-30,2021Q3,28.8,117274901.34550469,3377517158751
41,2021-12-31,2021Q4,29.85,117277054.49728198,3500720076744
42,2022-03-31,2022Q1,34.5,117274294.60119972,4045963163741
43,2022-06-30,2022Q2,28.2,117279692.36760125,3307287324766
