,timestamp,delta_volume,date,note
0,1323709200,11610399,2011-12-13,"Niêm yết cổ phiếu lần đầu - 11,610,399 CP"
1,1324314000,11610399,2011-12-20,"Giao dịch lần đầu - 11,610,399 CP"
2,1331571600,1160796,2012-03-13,"Niêm yết cổ phiếu bổ sung - 1,160,796 CP"
3,1332176400,1160796,2012-03-20,"Giao dịch bổ sung - 1,160,796 CP"
4,1444669200,2553781,2015-10-13,"Niêm yết cổ phiếu bổ sung - 2,553,781 CP"
5,1444928400,1915301,2015-10-16,"Giao dịch bổ sung - 1,915,301 CP"
6,1474822800,3064552,2016-09-26,"Niêm yết cổ phiếu bổ sung - 3,064,552 CP"
7,1475514000,3064552,2016-10-04,"Giao dịch bổ sung - 3,064,552 CP"
8,1479402000,675270,2016-11-18,"Niêm yết cổ phiếu bổ sung - 675,270 CP"
9,1506013200,638480,2017-09-22,"Giao dịch bổ sung - 638,480 CP"
10,1541005200,675270,2018-11-01,"Giao dịch bổ sung - 675,270 CP"
11,1647363600,2278856,2022-03-16,"Niêm yết cổ phiếu bổ sung - 2,278,856 CP"
12,1648400400,2278856,2022-03-28,"Giao dịch bổ sung - 2,278,856 CP"
