,date,quarter,price,shares_est,market_cap
0,2009-12-31,2009Q4,26.2,10372658.360198658,271763649037
1,2010-03-31,2010Q1,20.8,10372660.56558661,215751339764
2,2010-06-30,2010Q2,22.3,10372164.220111469,231299262108
3,2010-09-30,2010Q3,18.6,10372144.019240292,192921878758
4,2010-12-31,2010Q4,20.0,10372577.519379845,207451550388
5,2011-03-31,2011Q1,18.7,10372007.23830735,193956535356
6,2011-06-30,2011Q2,13.9,10372514.823857691,144177956052
7,2011-09-30,2011Q3,16.8,10372237.9995844,174253598393
8,2011-12-30,2011Q4,17.2,10372577.551425358,178408333885
9,2012-03-30,2012Q1,16.0,10372183.216315614,165954931461
10,2012-06-29,2012Q2,18.9,10372252.747252747,196035576923
11,2012-09-28,2012Q3,14.4,10372103.61884926,149358292111
12,2012-12-28,2012Q4,15.0,10372487.71773113,155587315766
13,2013-03-29,2013Q1,17.4,10372057.001239158,180473791822
14,2013-06-28,2013Q2,17.0,10372443.232347189,176331534950
15,2013-09-30,2013Q3,17.0,10372400.3345414,176330805687
16,2013-12-31,2013Q4,23.1,10372237.52857729,239598686910
17,2014-03-31,2014Q1,25.7,10372185.130700463,266565157859
18,2014-06-30,2014Q2,27.5,10372212.126218405,285235833471
19,2014-09-30,2014Q3,30.4,10372202.350536536,315314951456
20,2014-12-31,2014Q4,34.8,10372544.055094186,360964533117
21,2015-03-31,2015Q1,39.0,10372396.6270446,404523468455
22,2015-06-30,2015Q2,37.5,10372212.030510766,388957951144
23,2015-09-30,2015Q3,35.0,12447199.102768432,435651968597
24,2015-12-31,2015Q4,37.7,12965792.954190211,488810394373
25,2016-03-31,2016Q1,42.0,12965647.482014388,544557194245
26,2016-06-30,2016Q2,58.5,12965363.190116376,758473746622
27,2016-09-30,2016Q3,59.3,14261104.008004893,845683467675
28,2016-12-30,2016Q4,52.9,14900069.557152797,788213679573
29,2017-03-31,2017Q1,58.0,14899818.887451489,864189495472
30,2017-06-30,2017Q2,58.4,14897106.80878834,869991037633
31,2017-09-29,2017Q3,58.9,14897106.80878834,877439591038
32,2017-12-29,2017Q4,47.0,14857681.596658155,698311035043
33,2018-03-30,2018Q1,46.5,14856029.443602512,690805369128
34,2018-06-29,2018Q2,43.5,16332405.951372929,710459658885
35,2018-09-28,2018Q3,44.9,16333270.805977616,733363859188
36,2018-12-28,2018Q4,41.5,16311647.296614451,676933362809
37,2019-03-29,2019Q1,41.3,17053677.68848537,704316888534
38,2019-06-28,2019Q2,38.35,17035049.356491316,653294142821
39,2019-09-30,2019Q3,34.9,17009205.31344675,593621265439
40,2019-12-31,2019Q4,29.4,16954421.4800897,498459991515
41,2020-03-31,2020Q1,21.75,16941766.137443505,368483413489
42,2020-06-30,2020Q2,29.2,17137351.964408796,500410677361
43,2020-09-30,2020Q3,36.35,16886424.567389715,613821533025
44,2020-12-31,2020Q4,41.0,16877284.92108054,691968681764
45,2021-03-31,2021Q1,55.3,16867820.47521267,932790472279
46,2021-06-30,2021Q2,58.2,16867939.099735215,981714055605
47,2021-09-30,2021Q3,57.0,17711205.28480618,1009538701234
48,2021-12-31,2021Q4,63.4,17670595.285657212,1120315741111
49,2022-03-31,2022Q1,56.4,19436741.649625085,1096232229039
50,2022-06-30,2022Q2,45.15,19365234.899328858,874340355705
