,quarter,roa
0,2008Q1,2.82
1,2008Q2,1.16
2,2008Q3,2.98
3,2008Q4,1.98
4,2009Q1,0.73
5,2009Q2,0.1
6,2009Q3,1.0
7,2009Q4,2.51
8,2010Q1,1.55
9,2010Q2,0.73
10,2010Q3,1.0
11,2010Q4,2.02
12,2011Q1,1.46
13,2011Q2,1.97
14,2011Q3,0.86
15,2011Q4,3.01
16,2012Q1,1.59
17,2012Q2,-0.28
18,2012Q3,-0.07
19,2012Q4,-0.33
20,2013Q1,0.14
21,2013Q2,-2.95
22,2013Q3,0.87
23,2013Q4,6.22
24,2014Q1,0.22
25,2014Q2,0.23
26,2014Q3,0.22
27,2014Q4,2.94
28,2015Q1,0.27
29,2015Q2,0.26
30,2015Q3,0.26
31,2015Q4,1.5
32,2016Q1,0.26
33,2016Q2,0.02
34,2016Q3,-0.57
35,2016Q4,0.33
36,2017Q1,0.22
37,2017Q2,0.12
38,2017Q3,-0.3
39,2017Q4,2.71
40,2018Q1,0.11
41,2018Q2,0.31
42,2018Q3,-0.31
43,2018Q4,1.25
44,2019Q1,0.11
45,2019Q2,0.25
46,2019Q3,-0.28
47,2019Q4,-1.12
48,2020Q1,0.11
49,2020Q2,0.75
50,2020Q3,-0.82
51,2020Q4,-0.1
52,2021Q1,0.11
53,2021Q2,0.07
54,2021Q3,0.02
55,2021Q4,-0.06
56,2022Q1,0.14
57,2022Q2,-0.03
